id,type,label,count,properties
"fault_record:97f9c50f53d1","fault_record","25 LSC 3a低温","1","{""code"":""25"",""name"":""LSC 3a低温"",""site"":""同发、镇赉"",""brand"":""华锐"",""model"":""华锐1.5MW机组"",""reason"":""LSC检测到低温"",""solution"":""同上"",""logic"":"""",""category"":"""",""source"":""华锐风机csv/1.5MW 超导双馈变频器 子故障处理手册V120517/1.5MW 超导双馈变频器 子故障处理手册V120517_6_23.md:3""}"
"fault_record:f1cef80baf4f","fault_record","25 Pitch Positive Limit Switch Error On 1","1","{""code"":""25"",""name"":""Pitch Positive Limit Switch Error On 1"",""site"":""华能四平风电场二期"",""brand"":""新誉"",""model"":""新誉风机"",""reason"":""编码器B所对应的桨片1的位置小于(顺桨时的 变桨角度-用来 确定限位开关是否精确报告了桨片状态的公差), 桨片1的限位开关达到90度，处理方法：需要检查限 位开关位置"",""solution"":"""",""logic"":"""",""category"":"""",""source"":""新誉故障代码/新誉故障代码_9_25.md:1""}"
"fault_record:a5ad02aa7395","fault_record","250 偏航定位系统-左/右位被转换","1","{""code"":""250"",""name"":""偏航定位系统-左/右位被转换"",""site"":""同发、镇赉"",""brand"":""华锐"",""model"":""华锐风机 ABB机组16版A8程序故障说明"",""reason"":""机舱角度小于-900且左右位置显示“右”/ 机舱角度大于900且左右位置显示“左”，超时10s"",""solution"":""1.检查凸轮左右极限位置开关、解缆保护开关是否正常，调节位置是否有很大误差。2.检查凸轮开关左右极限位置开关是否接反。3.检查电缆是否扭曲很大，若是需要偏航到电缆完全垂直后重新调节凸轮。4.如果KEB偏航变频器16号端口（ST）无24V反馈，此时将无法偏航。5.在电缆完全垂直状态重新调整凸轮，如果角度显示负数，调节4号凸轮环正好触发按钮，使面板显示机舱位置为“左”，然后向右偏航直到机舱位置变为“右”，此时角度就能自动变到±30度范围内；反之，调节4号凸轮环使其正好不触发按钮，使面板显示机舱位置为“右”，然后向左偏航直到机舱位置变为“左”，此时角度就能自动变到±30度范围内。"",""logic"":""偏航定位系统-左/右位被转换"",""category"":""ABB.Pro程序PLC故障"",""source"":""华锐风机csv/ABB机组16版A8程序故障说明/ABB机组16版A8程序故障说明_84_250.md:1""}"
"fault_record:007082918682","fault_record","250 自检时,刹车启动后,发电机转速不为0","1","{""code"":""250"",""name"":""自检时,刹车启动后,发电机转速不为0"",""site"":""同发、镇赉"",""brand"":""华锐"",""model"":""SL1500 ABB PLC机组"",""reason"":""当自检状态下刹车启动后发电机转速不为0时,产生故障代码"",""solution"":""1.检查发电机编码器是否损坏。2.检查自检时机械刹车是否能够完全制动。3.检查编码器外壳对地电阻,正常为无穷大。4.检查编码器至变频器间通讯线及插头是否松动或工作异常。5.检查变频器测速板是否正常。6.检查发电机编码器及固定是否有问题,天元电机早期使用的小编码器安装工艺有问题,,建议更换为永济电机使用的大编码器(莱纳林德厂家)"",""logic"":""自检时,刹车启动后,发电机转速不为0"",""category"":""控制系统"",""source"":""SL1500 机组ABB PLC高穿程序故障处理手册/SL1500 机组ABB PLC高穿程序故障处理手册_87_249.md:2""}"
"fault_record:7d27d5b88f89","fault_record","250 自检时，刹车启动后，发电机转速不为0","1","{""code"":""250"",""name"":""自检时，刹车启动后，发电机转速不为0"",""site"":""同发、镇赉"",""brand"":""华锐"",""model"":""华锐风机 ABB机组新程序故障说明"",""reason"":""当自检状态下刹车启动后发电机转速不为0时，产生故障代码"",""solution"":""1.检查编码器固定是否正常； 2.检查自检时机械刹车是否能够完全制动； 3.检查编码器外接电缆屏蔽线接地电阻是否小于0.3欧（PM1000机组）； 4.检查编码器外壳对地电阻，正常为无穷大； 5.检查编码器至变频器间通讯线及插头是否松动或工作异常； 6.检查变频器测速版是否正常。 7.检查发电机编码器及固定是否有问题，天元电机早期使用的小编码器安装工艺有问题，建议更换为永济电机使用的大编码器（莱纳林德厂家）。"",""logic"":"""",""category"":""状态机"",""source"":""华锐风机csv/ABB机组新程序故障说明/ABB机组新程序故障说明_84_250.md:1""}"
"fault_record:3f51d373640f","fault_record","251 10分钟电网功率过高","1","{""code"":""251"",""name"":""10分钟电网功率过高"",""site"":""同发、镇赉"",""brand"":""华锐"",""model"":""华锐风机 ABB机组16版A8程序故障说明"",""reason"":""10分钟滤波功率大于1580kw"",""solution"":""1.更新PLC程序。2.PM1000变频器及PM3000变频器未低穿技改机组，重新写读变频器参数。3.更换变频器或变频器控制板。"",""logic"":""10分钟电网功率过高"",""category"":""ABB.Pro程序PLC故障"",""source"":""华锐风机csv/ABB机组16版A8程序故障说明/ABB机组16版A8程序故障说明_84_250.md:2""}"
"fault_record:f5cf7d55244c","fault_record","251 自检时，叶片没有顺浆","1","{""code"":""251"",""name"":""自检时，叶片没有顺浆"",""site"":""同发、镇赉"",""brand"":""华锐"",""model"":""华锐风机 ABB机组新程序故障说明"",""reason"":""初始化轮毂在35秒内未达到停止状态"",""solution"":""1.检查变桨状态是否变化正常。 2.检查接近开关安装距离及反馈信号是否正常。 3.检查是否滑桨。 4.如果划桨，检查变桨制动器供电继电器是否损坏，检查变桨电机刹车扭矩是否满足要求。"",""logic"":"""",""category"":""状态机"",""source"":""华锐风机csv/ABB机组新程序故障说明/ABB机组新程序故障说明_84_250.md:2""}"
"fault_record:a80a6c596f94","fault_record","251 自检时,叶片没有顺桨","1","{""code"":""251"",""name"":""自检时,叶片没有顺桨"",""site"":""同发、镇赉"",""brand"":""华锐"",""model"":""SL1500 ABB PLC机组"",""reason"":""初始化轮毂在35秒内未达到停止状态"",""solution"":""1.检查变桨状态是否变化正常。2.检查接近开关安装距离及反馈信号是否正常。3.检查是否滑桨"",""logic"":""自检时,叶片没有顺桨"",""category"":""控制系统"",""source"":""SL1500 机组ABB PLC高穿程序故障处理手册/SL1500 机组ABB PLC高穿程序故障处理手册_87_249.md:3""}"
"fault_record:d9a89fe150f3","fault_record","252 (LEMFBKF),更换PM3000变频器大电路板后，一测试crowbar就报此故障，且无法复位，只有变频器断电后才能复位","1","{""code"":""252"",""name"":""(LEMFBKF),更换PM3000变频器大电路板后，一测试crowbar就报此故障，且无法复位，只有变频器断电后才能复位"",""site"":""同发、镇赉"",""brand"":""华锐"",""model"":""华锐1.5MW机组"",""reason"":""Crowbar测试时，PM3000读取不到电流互感器测出的电流"",""solution"":""1. 检测紧固PM3000大电路板上从机测IGBT电流互感器过来的接线插头。 2. PM3000大电路板上与机测IGBT电流互感器的接线口插头损坏，更换大电路板"",""logic"":"""",""category"":"""",""source"":""华锐风机csv/1.5MW 超导双馈变频器 子故障处理手册V120517/1.5MW 超导双馈变频器 子故障处理手册V120517_49_252.md:1""}"
"fault_record:050927db965d","fault_record","252 1分钟电网功率过高","1","{""code"":""252"",""name"":""1分钟电网功率过高"",""site"":""同发、镇赉"",""brand"":""华锐"",""model"":""华锐风机 ABB机组16版A8程序故障说明"",""reason"":""1分钟滤波功率大于1600kw"",""solution"":""1.更新PLC程序。2.PM1000变频器及PM3000变频器未低穿技改机组，重新写读变频器参数。3.更换变频器或变频器控制板。"",""logic"":""1分钟电网功率过高"",""category"":""ABB.Pro程序PLC故障"",""source"":""华锐风机csv/ABB机组16版A8程序故障说明/ABB机组16版A8程序故障说明_84_250.md:3""}"
"fault_record:9b84e4c02d6a","fault_record","252 自检时,电池未检测到电网掉电","1","{""code"":""252"",""name"":""自检时,电池未检测到电网掉电"",""site"":""同发、镇赉"",""brand"":""华锐"",""model"":""SL1500 ABB PLC机组"",""reason"":""当自检状态下电池未检测到电网掉电时,产生故障代码"",""solution"":""1.检查变桨电源控制接触器K210.2控制回路、反馈回路是否正常"",""logic"":""自检时,电池未检测到电网掉电"",""category"":""控制系统"",""source"":""SL1500 机组ABB PLC高穿程序故障处理手册/SL1500 机组ABB PLC高穿程序故障处理手册_88_4.如果滑桨,检查变桨制动器供电继电器是否损坏,检查变桨电机.md:2""}"
"fault_record:8483aeac7bf3","fault_record","252 自检时，电池未检测到电网掉电","1","{""code"":""252"",""name"":""自检时，电池未检测到电网掉电"",""site"":""同发、镇赉"",""brand"":""华锐"",""model"":""华锐风机 ABB机组新程序故障说明"",""reason"":""当自检状态下电池未检测到电网掉电时，产生故障代码"",""solution"":""1.检查变桨电源控制接触器K210.2控制回路、反馈回路是否正常；"",""logic"":"""",""category"":""状态机"",""source"":""华锐风机csv/ABB机组新程序故障说明/ABB机组新程序故障说明_84_250.md:3""}"
"fault_record:a48829115edb","fault_record","253 10秒电网功率过高","1","{""code"":""253"",""name"":""10秒电网功率过高"",""site"":""同发、镇赉"",""brand"":""华锐"",""model"":""华锐风机 ABB机组16版A8程序故障说明"",""reason"":""10秒钟滤波功率大于1680kw"",""solution"":""1.更新PLC程序。2.PM1000变频器及PM3000变频器未低穿技改机组，重新写读变频器参数。3.更换变频器或变频器控制板。"",""logic"":""10秒电网功率过高"",""category"":""ABB.Pro程序PLC故障"",""source"":""华锐风机csv/ABB机组16版A8程序故障说明/ABB机组16版A8程序故障说明_85_253.md:1""}"
"fault_record:51c3434595e2","fault_record","256 风速风向仪测量错误","1","{""code"":""256"",""name"":""风速风向仪测量错误"",""site"":""同发、镇赉"",""brand"":""华锐"",""model"":""SL1500 Bachmann PLC机组"",""reason"":""当从PLC接收到风速风向仪测量错误信号时,产生故障代码"",""solution"":""1.检查程序中风速仪选型是否正确。2.检查风速风向仪供电及反馈信号回路是否正常。3.升级PLC程序。4.检查thies风速仪风速风向仪参数配置是否正确(参数MA-03 DM-01PC-00 TT-02 OR-100,修改完参数上电前需将风速仪外接的1、4号"",""logic"":""风速风向仪测量错误"",""category"":""控制系统"",""source"":""SL1500 机组Bachmann PLC高穿程序故障处理手册/SL1500 机组Bachmann PLC高穿程序故障处理手册_88_254.md:3""}"
"fault_record:f13ad5835bec","fault_record","256 风速风向仪测量错误","1","{""code"":""256"",""name"":""风速风向仪测量错误"",""site"":""镇赍风电场"",""brand"":""华锐"",""model"":""华锐巴赫曼机组"",""reason"":"""",""solution"":"""",""logic"":"""",""category"":"""",""source"":""镇赍风电场华锐巴赫曼机组可复位故障清单/镇赍风电场华锐巴赫曼机组可复位故障清单_85_256.md:1""}"
"fault_record:15dd891072db","fault_record","257 风速风向仪通讯错误","1","{""code"":""257"",""name"":""风速风向仪通讯错误"",""site"":""同发、镇赉"",""brand"":""华锐"",""model"":""SL1500 Bachmann PLC机组"",""reason"":""当从 PLC 接收到风速风向仪测量错误信号时,产生故障代码"",""solution"":""1.检查程序中风速仪选型是否正确。2.检查风速风向仪供电及反馈信号回路是否正常。3.升级 PLC 程序。4.检查 thies 风速仪风速风向仪参数配置是否正确(参数 MA-03 DM-01PC-00 TT-02 OR-100,修改完参数上电前需将风速仪外接的 1、4 号线短接)。5.检查 thies 风速仪 AA、AB、AC 这三个参数如果为 00003,则需要改为00000(风速仪说明书中有介绍),否则可能会出现风速时有时无的问题。6.检查测风回路浪涌保护器是否正常。7.机械式风速仪检查反馈信号是否在 4-20mA 范围内。8更换风速仪"",""logic"":""风速风向仪通讯错误"",""category"":""控制系统"",""source"":""SL1500 机组Bachmann PLC高穿程序故障处理手册/SL1500 机组Bachmann PLC高穿程序故障处理手册_89_线短接)。5.检查 thies 风速仪 AA、AB、AC 这.md:2""}"
"fault_record:f14839723428","fault_record","257 频率过低","1","{""code"":""257"",""name"":""频率过低"",""site"":""同发、镇赉"",""brand"":""华锐"",""model"":""华锐1.5MW机组"",""reason"":""频率过低"",""solution"":""1.检查电网频率 2.检查电网电压相序"",""logic"":"""",""category"":"""",""source"":""华锐风机csv/1.5MW 超导双馈变频器 子故障处理手册V120517/1.5MW 超导双馈变频器 子故障处理手册V120517_49_252.md:3""}"
"fault_record:e5f481ad2425","fault_record","258 连续 9 小时风速为0","1","{""code"":""258"",""name"":""连续 9 小时风速为0"",""site"":""同发、镇赉"",""brand"":""华锐"",""model"":""SL1500 Bachmann PLC机组"",""reason"":""当从 PLC 检测到连续无风时间超过 9 小时时,产生故障代码"",""solution"":""1.检查 PLC 模块至风速仪间的通讯线路。2.检查风速仪转换模块。3.升级 PLC 程序。4.检查 thies 风速仪参数配置。5.更换风速仪"",""logic"":""连续 9 小时风速为0"",""category"":""控制系统"",""source"":""SL1500 机组Bachmann PLC高穿程序故障处理手册/SL1500 机组Bachmann PLC高穿程序故障处理手册_89_线短接)。5.检查 thies 风速仪 AA、AB、AC 这.md:3""}"
"fault_record:0be426659a80","fault_record","259 机械式风速测得风速故障","1","{""code"":""259"",""name"":""机械式风速测得风速故障"",""site"":""同发、镇赉"",""brand"":""华锐"",""model"":""SL1500 Bachmann PLC机组"",""reason"":""当从 PLC 接收到风速风向仪测量错误信号时,产生故障代码"",""solution"":""1.检查程序中风速仪选型是否正确。2.检查风速风向仪供电及反馈信号回路是否正常。3.升级 PLC 程序。4.检查测风回路浪涌保护器是否正常。5.机械式风速仪检查反馈信号是否在 4-20mA 范围内。6.更换风速仪"",""logic"":""机械式风速测得风速故障"",""category"":""控制系统"",""source"":""SL1500 机组Bachmann PLC高穿程序故障处理手册/SL1500 机组Bachmann PLC高穿程序故障处理手册_90_259.md:1""}"
"fault_record:faf673901c62","fault_record","26 风速仪24V保险","1","{""code"":""26"",""name"":""风速仪24V保险"",""site"":""同发、镇赉"",""brand"":""华锐"",""model"":""华锐风机 ABB机组16版A8程序故障说明"",""reason"":""数字量DI92模块A260.3-E10.00（I24Fus3）收不到反馈信号"",""solution"":""1.检查是否有风速显示，如无风速，检查风速仪供电保险是否烧坏，保险在09年12月以后的图纸中已经改到4-5A，如保险烧坏，检查保险下端是否存在接地点，风速仪工作时使用钳流表测量保险流过的最大电流。如有风速，检查风速仪保险至A260.3-E10.00（I24Fus3）的反馈线路是否松动。"",""logic"":""风速仪24V保险"",""category"":""控制柜"",""source"":""华锐风机csv/ABB机组16版A8程序故障说明/ABB机组16版A8程序故障说明_9_25.md:2""}"
"fault_record:2e2a7e76abf8","fault_record","26 预充电接触器闭合失 败","1","{""code"":""26"",""name"":""预充电接触器闭合失 败"",""site"":""同发、镇赉"",""brand"":""华锐"",""model"":""华锐风机 国通变频"",""reason"":""在预充电接触器闭合命令发出后，预充 电接触器不能在规定时间内闭合"",""solution"":""（1）检查预充电接触器线圈至网侧模块K2A、K2B 接口接线是否正确。 （2）如果网侧模块K2A、K2B 接口没有230VAC电压，检查安全链230V回路。 （3）检查预充电接触器是否正常，如有必要更换预充电接触器"",""logic"":"""",""category"":"""",""source"":""华锐风机csv/国通变频/国通变频_6_24.md:3""}"
"fault_record:5b624d09ad88","fault_record","26 左偏航反馈丢失","1","{""code"":""26"",""name"":""左偏航反馈丢失"",""site"":""华能四平风电场一期、镇赉"",""brand"":""金风"",""model"":""金风1.5MW机组"",""reason"":"""",""solution"":"""",""logic"":"""",""category"":"""",""source"":""金风1.5MW风力发电机组故障手册/金风1.5MW风力发电机组故障手册_6_23.md:3""}"
"fault_record:6cabc5460a8c","fault_record","26 Pitch Positive Backup Limit Switch Error Off 1","1","{""code"":""26"",""name"":""Pitch Positive Backup Limit Switch Error Off 1"",""site"":""华能四平风电场二期"",""brand"":""新誉"",""model"":""新誉风机"",""reason"":""编码器B所对应的桨片1的位置大于(预设的限 位角度+顺桨 时的限位开关),桨片1的限位开关没有达到95 度，处理方法：需要检查限 位开关位置"",""solution"":"""",""logic"":"""",""category"":"""",""source"":""新誉故障代码/新誉故障代码_9_25.md:2""}"
"fault_record:40d698d77d2e","fault_record","260 机械式风速测得风向故障","1","{""code"":""260"",""name"":""机械式风速测得风向故障"",""site"":""同发、镇赉"",""brand"":""华锐"",""model"":""SL1500 Bachmann PLC机组"",""reason"":""当从PLC接收到风速风向仪测量错误信号时,产生故障代码"",""solution"":""1.检查程序中风速仪选型是否正确。2.检查风速风向仪供电及反馈信号回路是否正常。3.升级PLC程序。4.检查测风回路浪涌保护器是否正常。5.机械式风速仪检查反馈信号是否在4-20mA范围内。6.更换风速仪"",""logic"":""机械式风速测得风向故障"",""category"":""控制系统"",""source"":""SL1500 机组Bachmann PLC高穿程序故障处理手册/SL1500 机组Bachmann PLC高穿程序故障处理手册_90_259.md:2""}"
"fault_record:5565c9dc562c","fault_record","265 1#变桨控制柜内24伏电源故障","1","{""code"":""265"",""name"":""1#变桨控制柜内24伏电源故障"",""site"":""华能四平风电场一期、镇赉"",""brand"":""金风"",""model"":""金风1.5MW机组"",""reason"":"""",""solution"":"""",""logic"":"""",""category"":"""",""source"":""金风1.5MW风力发电机组故障手册/金风1.5MW风力发电机组故障手册_113_265.md:1""}"
"fault_record:f7c12f666f53","fault_record","265 1#变桨控制柜内24V电源异常","1","{""code"":""265"",""name"":""1#变桨控制柜内24V电源异常"",""site"":""华能四平风电场一期、镇赉"",""brand"":""金风"",""model"":""金风风机"",""reason"":"""",""solution"":"""",""logic"":"""",""category"":"""",""source"":""金风风机可复位故障清单/金风风机可复位故障清单_89_265.md:1""}"
"fault_record:285015c40a08","fault_record","265 1#变桨控制柜内24V电源异常","1","{""code"":""265"",""name"":""1#变桨控制柜内24V电源异常"",""site"":""镇赉"",""brand"":""金风"",""model"":""金风风机"",""reason"":"""",""solution"":"""",""logic"":"""",""category"":"""",""source"":""镇赉金风风机故障代码/镇赉金风风机故障代码_89_264.md:2""}"
"fault_record:1ac234af21a9","fault_record","266 2#变桨控制柜内24V电源异常","1","{""code"":""266"",""name"":""2#变桨控制柜内24V电源异常"",""site"":""华能四平风电场一期、镇赉"",""brand"":""金风"",""model"":""金风风机"",""reason"":"""",""solution"":"""",""logic"":"""",""category"":"""",""source"":""金风风机可复位故障清单/金风风机可复位故障清单_89_265.md:2""}"
"fault_record:136dcb5d21b4","fault_record","266 2#变桨控制柜内24V电源异常","1","{""code"":""266"",""name"":""2#变桨控制柜内24V电源异常"",""site"":""镇赉"",""brand"":""金风"",""model"":""金风风机"",""reason"":"""",""solution"":"""",""logic"":"""",""category"":"""",""source"":""镇赉金风风机故障代码/镇赉金风风机故障代码_89_264.md:3""}"
"fault_record:fde1c77d0b5e","fault_record","267 3#变桨控制柜内24伏电源故障","1","{""code"":""267"",""name"":""3#变桨控制柜内24伏电源故障"",""site"":""华能四平风电场一期、镇赉"",""brand"":""金风"",""model"":""金风1.5MW机组"",""reason"":"""",""solution"":"""",""logic"":"""",""category"":"""",""source"":""金风1.5MW风力发电机组故障手册/金风1.5MW风力发电机组故障手册_113_265.md:2""}"
"fault_record:6d488e805b82","fault_record","267 3#变桨控制柜内24V电源异常","1","{""code"":""267"",""name"":""3#变桨控制柜内24V电源异常"",""site"":""华能四平风电场一期、镇赉"",""brand"":""金风"",""model"":""金风风机"",""reason"":"""",""solution"":"""",""logic"":"""",""category"":"""",""source"":""金风风机可复位故障清单/金风风机可复位故障清单_89_265.md:3""}"
"fault_record:409c501559e5","fault_record","267 3#变桨控制柜内24V电源异常","1","{""code"":""267"",""name"":""3#变桨控制柜内24V电源异常"",""site"":""镇赉"",""brand"":""金风"",""model"":""金风风机"",""reason"":"""",""solution"":"""",""logic"":"""",""category"":"""",""source"":""镇赉金风风机故障代码/镇赉金风风机故障代码_90_267.md:1""}"
"fault_record:760bfe6b0453","fault_record","27 数字量模块不在总线","1","{""code"":""27"",""name"":""数字量模块不在总线"",""site"":""同发、镇赉"",""brand"":""华锐"",""model"":""华锐风机 ABB机组16版A8程序故障说明"",""reason"":""数字量DI92模块A260.3-E11.15（IDigLiv）收不到反馈信号"",""solution"":""1.检查数字量模块A260.3-E11.15（IDigLiv）端口供电是否正常。 2.检查数字量模块电源供电是否正常。 3.检查PLC A240.3-X5端口至数字量模块X1端口的CS31-bus通讯线路是否正常。"",""logic"":""数字量模块不在总线"",""category"":""控制柜"",""source"":""华锐风机csv/ABB机组16版A8程序故障说明/ABB机组16版A8程序故障说明_9_25.md:3""}"
"fault_record:e565688dc14e","fault_record","27 右偏航反馈丢失","1","{""code"":""27"",""name"":""右偏航反馈丢失"",""site"":""华能四平风电场一期、镇赉"",""brand"":""金风"",""model"":""金风1.5MW机组"",""reason"":"""",""solution"":"""",""logic"":"""",""category"":"""",""source"":""金风1.5MW风力发电机组故障手册/金风1.5MW风力发电机组故障手册_7_27.md:1""}"
"fault_record:0c3ee57bd448","fault_record","27 Pitch Positive Backup Limit Switch Error On 1","1","{""code"":""27"",""name"":""Pitch Positive Backup Limit Switch Error On 1"",""site"":""华能四平风电场二期"",""brand"":""新誉"",""model"":""新誉风机"",""reason"":""编码器B所对应的桨片1的位置小于(顺桨时的变桨角度-用来确定限位开关是否精确报告了桨片状态的公差),桨片1的限位开关达到95度，处理方法：需要检查限位开关位置"",""solution"":"""",""logic"":"""",""category"":"""",""source"":""新誉故障代码/新誉故障代码_9_25.md:3""}"
"fault_record:a4f3702070c6","fault_record","270005 机舱冷却风扇保护","1","{""code"":""270005"",""name"":""机舱冷却风扇保护"",""site"":""xxx"",""brand"":""华仪"",""model"":""华仪风机"",""reason"":""1、线路短路。2、电机过载。3、反馈信号丢失。4、PLC 线路断"",""solution"":""查回路是否有短路；反馈回路有无反馈；PLC 线路是否正常"",""logic"":"""",""category"":"""",""source"":""xxx华仪故障代码/xxx华仪故障代码_59_175.md:3""}"
"fault_record:6b0c6c222262","fault_record","270005，故障：error_nacelle_cooling_fan_protection.ok 机舱冷却风扇保护","1","{""code"":""270005，故障：error_nacelle_cooling_fan_protection.ok"",""name"":""机舱冷却风扇保护"",""site"":""新华、(一期)通榆团结风电场、华能四平风电场二期/四期"",""brand"":""华仪"",""model"":""华仪风机"",""reason"":""1、线路短路。2、电机过载。3、反馈信号丢失。4、PLC线路断"",""solution"":""查回路是否有短路;反馈回路有无反馈;PLC线路是否正常"",""logic"":"""",""category"":"""",""source"":""华仪风机故障码/华仪风机故障码_48_260005.md:3""}"
"fault_record:8c1389f10aed","fault_record","270010 舱外温度过低","1","{""code"":""270010"",""name"":""舱外温度过低"",""site"":""xxx"",""brand"":""华仪"",""model"":""华仪风机"",""reason"":""1、传感器故障；2、舱外温度低于限定值"",""solution"":""1、查室外温度是否真的低于限定值；2、传感器是否故障"",""logic"":"""",""category"":"""",""source"":""xxx华仪故障代码/xxx华仪故障代码_60_178.md:1""}"
"fault_record:2abd47f63902","fault_record","270010 机舱外温度超限(>60°C或<-30°C)","1","{""code"":""270010"",""name"":""机舱外温度超限(>60°C或<-30°C)"",""site"":""(一期)通榆团结风电场"",""brand"":""华仪"",""model"":""HW2S2000(103)型风力发电机"",""reason"":""1.PLC模块故障；2.传感器或线路故障；"",""solution"":""1.检查PLC模块是否正常；2.检查传感器或线路是否正常；"",""logic"":""PLC采集的机舱外温度超过60°C或者低于-30°C，延时5min，立即报此故障，风机执行正常停机过程；当机舱外温度在-30°C-60°C之间，持续60s，故障可以自动复位；故障复位之后，机组可以自启动"",""category"":"""",""source"":""HW2S2000(103)型风力发电机/HW2S2000(103)型风力发电机_22_190004.md:2""}"
"fault_record:fc0304a01791","fault_record","270010，故障：error_nacelle_outdoor_temperature_min 舱外温度过低","1","{""code"":""270010，故障：error_nacelle_outdoor_temperature_min"",""name"":""舱外温度过低"",""site"":""新华、(一期)通榆团结风电场、华能四平风电场二期/四期"",""brand"":""华仪"",""model"":""华仪风机"",""reason"":""1、传感器故障;2、舱外温度低于限定值"",""solution"":""1、查室外温度是否真的低于限定值;2、传感器是否故障"",""logic"":"""",""category"":"""",""source"":""华仪风机故障码/华仪风机故障码_49_270010.md:1""}"
"fault_record:dbca2839a850","fault_record","270011 机舱温度超限(>100℃或<-45℃)","1","{""code"":""270011"",""name"":""机舱温度超限(>100℃或<-45℃)"",""site"":""(一期)通榆团结风电场"",""brand"":""华仪"",""model"":""HW2S2000(103)型风力发电机"",""reason"":""1.传感器及线路故障；2.温度超过设置值；3.PLC模块故障"",""solution"":""1.检查传感器及线路是否正常；2.检查控制柜温度是否高温；3.检查PLC模块是否正常；4.检查机舱加热器是否工作正常"",""logic"":""PLC采集的机舱温度超过100℃或者低于-45℃,延时10s,立即报此故障,风机执行正常停机过程;当机舱温度在-45℃-100℃之间,持续60s,故障可以自动复位;故障复位之后,机组可以自启动"",""category"":"""",""source"":""HW2S2000(103)型风力发电机/HW2S2000(103)型风力发电机_22_190004.md:3""}"
"fault_record:45c73746d9a8","fault_record","270011 机舱温度错误","1","{""code"":""270011"",""name"":""机舱温度错误"",""site"":""xxx"",""brand"":""华仪"",""model"":""华仪风机"",""reason"":""1、传感器故障；2、机舱温度高于限定值；3、机舱散热故障"",""solution"":""1、查机舱温度是否真的高于限定值；2、传感器是否故障；3、查机舱散热风扇能否开启"",""logic"":"""",""category"":"""",""source"":""xxx华仪故障代码/xxx华仪故障代码_60_178.md:2""}"
"fault_record:405784c42dcb","fault_record","270021 主轴齿轮箱侧温度高","1","{""code"":""270021"",""name"":""主轴齿轮箱侧温度高"",""site"":""(一期)通榆团结风电场"",""brand"":""华仪"",""model"":""HW2S2000(103)型风力发电机"",""reason"":""1.传感器及线路故障；2.温度超过设置值"",""solution"":""1.检查传感器及线路是否正常；2.检查温度是否正常"",""logic"":""PLC采集的主轴齿轮箱侧温度超过70°C或者低于-45°C,延时10s,立即报此故障,风机执行正常停机过程;当主轴齿轮箱侧温度在-45°C-70°C之间,持续60s,故障可以自动复位;故障复位之后,机组可以自启动"",""category"":"""",""source"":""HW2S2000(103)型风力发电机/HW2S2000(103)型风力发电机_23_270021.md:1""}"
"fault_record:7ede067609b9","fault_record","270021 主轴齿轮箱侧温度高","1","{""code"":""270021"",""name"":""主轴齿轮箱侧温度高"",""site"":""团结风电场"",""brand"":""华仪"",""model"":""华仪风机"",""reason"":"""",""solution"":"""",""logic"":"""",""category"":"""",""source"":""团结风电场华仪风机可复位故障清单/团结风电场华仪风机可复位故障清单_108_322.md:2""}"
"fault_record:e9f1baeece5c","fault_record","270022 主轴叶轮侧温度高","1","{""code"":""270022"",""name"":""主轴叶轮侧温度高"",""site"":""(一期)通榆团结风电场"",""brand"":""华仪"",""model"":""HW2S2000(103)型风力发电机"",""reason"":""1.传感器及线路故障；2.温度超过设置值"",""solution"":""1.检查传感器及线路是否正常；2.检查温度是否正常"",""logic"":""PLC采集的主轴叶轮侧温度超过70°C或者低于-45°C,延时10s,立即报此故障,风机执行正常停机过程;当主轴叶轮侧温度在-45°C-70°C之间,持续60s,故障可以自动复位;故障复位之后,机组可以自启动"",""category"":"""",""source"":""HW2S2000(103)型风力发电机/HW2S2000(103)型风力发电机_23_270021.md:2""}"
"fault_record:9aeee9451bf0","fault_record","270301 机舱加热器1温度故障","1","{""code"":""270301"",""name"":""机舱加热器1温度故障"",""site"":""(一期)通榆团结风电场"",""brand"":""华仪"",""model"":""HW2S2000(103)型风力发电机"",""reason"":""1.传感器及线路故障；2.温度超过设置值；3.PLC模块故障；"",""solution"":""1.检查传感器及线路是否正常；2.检查温度是否正常；3.检查PLC模块是否正常；"",""logic"":""PLC采集的机舱加热器1温度超过85℃或者低于-50℃,延时5s,立即报此故障,风机执行正常停机过程;当机舱加热器1温度在-50℃-85℃之间,持续60s,故障可以自动复位;故障复位之后,机组可以自启动"",""category"":"""",""source"":""HW2S2000(103)型风力发电机/HW2S2000(103)型风力发电机_42_270301.md:1""}"
