id,type,label,count
diagnostic_signal:6af612ade818,diagnostic_signal,图4 现场安装通通风机实物图 再次为变压器上电进行绝缘检查时，绝缘值都比较,7
diagnostic_signal:b12155a067ae,diagnostic_signal,压力异常故障处理全流程解析,7
diagnostic_signal:03e722f33cf7,diagnostic_signal,"风电机组的核心子系统之一,其液压制动性能的优劣直 2023 年 4 月 18 日,SCADA 系统监测到一系列异常报",7
diagnostic_signal:c49c371a6e5d,diagnostic_signal,偏航压力,7
diagnostic_signal:66d603012cf5,diagnostic_signal,液压站持续处于欠压状态,7
diagnostic_signal:3d9df0488362,diagnostic_signal,系统压力,7
diagnostic_signal:0ea3ce6b4601,diagnostic_signal,基于压力信号,7
diagnostic_signal:c543282e0411,diagnostic_signal,风电机组偏航液压系统压力,7
diagnostic_signal:2e3cafbd6165,diagnostic_signal,"维护优化 ：将缓冲器检查工作纳入季度定期维护项目 究进一步聚焦液压系统隐蔽元件的可靠性设计问题,深入",7
diagnostic_signal:211800d2e29a,diagnostic_signal,"体系,制定标准化、规范化的检查作业流程和详细的检查 探索更为先进、高效的故障诊断和预防技术,为风电产业",7
diagnostic_signal:9a80b353a07c,diagnostic_signal,"定期对缓冲器进行全面检查、清洁、保养和性能测试, 的可持续发展提供坚实的技术支撑",7
diagnostic_signal:eeaf59f199f6,diagnostic_signal,建立基于油液分析的润滑优化模型，通过监测,7
diagnostic_signal:98386b63854d,diagnostic_signal,宏观剥落→振动加剧→二次损伤,7
diagnostic_signal:c43808f7e470,diagnostic_signal,重点培养振动,7
diagnostic_signal:6719c01a9111,diagnostic_signal,重点核查密封状态,7
diagnostic_signal:69b46a45dc27,diagnostic_signal,根据拆解检查结果制定 入集团标准故障库,7
diagnostic_signal:1baf6e83a73f,diagnostic_signal,仪和超声波探伤检测，确保修复质量符合 IEC 224.,7
diagnostic_signal:4ee1c1809626,diagnostic_signal,风电机组发电机绕组端温度,7
diagnostic_signal:57bd8d92ffff,diagnostic_signal,机组电控系统或测量仪器采集信号,7
diagnostic_signal:ec1bb6e7a064,diagnostic_signal,这种误差轻则使测量准确度降低，重则使测量 120℃,7
diagnostic_signal:dbae8b3eb23c,diagnostic_signal,这台发电机无法与其他机组对比分析绕组温度,7
diagnostic_signal:82c76474d332,diagnostic_signal,当受干扰的信号,7
diagnostic_signal:de549f198b33,diagnostic_signal,分析绕组温度,7
diagnostic_signal:23c68e6cc566,diagnostic_signal,在液压站断电泄压的安全状态,6
diagnostic_signal:606987e4aaff,diagnostic_signal,（10.2）进行拆卸检查,6
diagnostic_signal:e15a8323ab75,diagnostic_signal,"过程中发现,该截止阀的阀门处 的安装工艺安装回原处",6
diagnostic_signal:cb1a73aa5db9,diagnostic_signal,恢复液压站正常运行状态,6
diagnostic_signal:b25033c97304,diagnostic_signal,于完全拧开状态,6
diagnostic_signal:dc9ff71db6a8,diagnostic_signal,待其恢复正常运行状态,6
diagnostic_signal:4d655fc403dc,diagnostic_signal,由初始的常开状态,5
diagnostic_signal:3f0cf6148833,diagnostic_signal,常闭状态,5
diagnostic_signal:5d67792dc67e,diagnostic_signal,定差节流阀（22.1）等关键组件展开逐一细致检查,5
diagnostic_signal:970c65968e07,diagnostic_signal,运用高精度压力,5
diagnostic_signal:834d6be33018,diagnostic_signal,所有换向阀均保持初始状态,5
diagnostic_signal:9765455b1da1,diagnostic_signal,压油在该回路中建立压力,5
diagnostic_signal:761b65de9c1a,diagnostic_signal,额定连续直流电压,3
diagnostic_signal:0cccc7fef1fb,diagnostic_signal,额定电流,3
diagnostic_signal:e7d684297be6,diagnostic_signal,发电机绕组温度,3
diagnostic_signal:848d470b4ef3,diagnostic_signal,板卡温度,2
diagnostic_signal:f6ac996faebc,diagnostic_signal,240W，散热风量仅为 4950m3/h，实际测量和计 实际情况适时对变流器和塔筒门散热电机的控制,2
diagnostic_signal:4f1ea6e8cee6,diagnostic_signal,1 主轴磨损故障现场诊断与检查,2
diagnostic_signal:8e21899847bc,diagnostic_signal,主轴前、后轴承座布置三向加速度传感器，采样频,2
diagnostic_signal:b8d060eee6f3,diagnostic_signal,结果 ：高海拔地区昼夜温差大（日温差达25℃）导 通过现场检查可判定，本次故障的诱因主要体,2
diagnostic_signal:7d9ac5035193,diagnostic_signal,故 检测发现润滑脂中金属磨屑浓度达1200ppm（允,2
diagnostic_signal:378bd8c537c3,diagnostic_signal,另一端接至发电机温度,2
diagnostic_signal:579e2b0c982f,diagnostic_signal,由此可知，2V 相温度传感器存在,2
diagnostic_signal:687a13e7b631,diagnostic_signal,并且重新布置温度信号,2
diagnostic_signal:bdf8e5b4be56,diagnostic_signal,误差大的原因很可能是温度,2
diagnostic_signal:675efeebbd90,diagnostic_signal,安装问题，或传感器本体存在问题,2
diagnostic_signal:9536e26fbc21,diagnostic_signal,运行环境温度,1
diagnostic_signal:9cea66a3d48b,diagnostic_signal,风机电压,1
diagnostic_signal:39dca8e6c231,diagnostic_signal,双馈型机组变流器主要采用三相电压,1
diagnostic_signal:668b38aeca38,diagnostic_signal,二是由于沿海地区盐雾影响，塔筒门散热风扇 温度值较定值调低迫使风扇强启或提高变流器模,1
diagnostic_signal:deaf30816589,diagnostic_signal,高环境温度,1
diagnostic_signal:2a7fd54c65f4,diagnostic_signal,定期完成设备的检查和卫,1
diagnostic_signal:04646fa6733b,diagnostic_signal,塔底环境温度升高，夏季风电机组塔底环境温度,1
diagnostic_signal:36b152550073,diagnostic_signal,的，电网电压的不稳定极易导致 IGBT 驱 力着手，具体有效措施如下,1
diagnostic_signal:db3559c68c2e,diagnostic_signal,"（2）在恢复刹车操作后,压力回升过程极为缓慢",1
diagnostic_signal:2947eb9a7ec1,diagnostic_signal,在得电信号,1
diagnostic_signal:5bd4abb57fb2,diagnostic_signal,利用专业电流,1
diagnostic_signal:892ad0e9df65,diagnostic_signal,运行电流,1
diagnostic_signal:42aac54a5820,diagnostic_signal,回路压力,1
diagnostic_signal:2a4080ad9f60,diagnostic_signal,运行状态,1
diagnostic_signal:3a2016cf3333,diagnostic_signal,主回路压力,1
diagnostic_signal:cc306870aff3,diagnostic_signal,但偏航回路压力,1
diagnostic_signal:34328b341e39,diagnostic_signal,并释放系统内部压力,1
diagnostic_signal:1c2c2256ef95,diagnostic_signal,恢复液压站正常供电和运行状态,1
diagnostic_signal:2542db0f2bd3,diagnostic_signal,偏航结束后偏航回路压力,1
diagnostic_signal:c7dc6dc654ef,diagnostic_signal,液压站电机为维持系统压力,1
diagnostic_signal:a81554f4b8a8,diagnostic_signal,"常闭状态,换向阀（14.3）则",1
diagnostic_signal:323ce9745299,diagnostic_signal,"系统漏压,液压站电机为维持系统压力, 迟缓状态",1
diagnostic_signal:597e43cefda2,diagnostic_signal,进行拆卸检查,1
diagnostic_signal:9e27af8ec278,diagnostic_signal,结束后偏航回路压力,1
diagnostic_signal:f521ee44358d,diagnostic_signal,节流阀（22.1）进行检查,1
diagnostic_signal:16aeb1ff4177,diagnostic_signal,"发现该节流阀的阀门可在 产生吸附作用,导致无法直接取出",1
diagnostic_signal:64ea42582f77,diagnostic_signal,该阀门出厂设定状态,1
diagnostic_signal:c307d501b54f,diagnostic_signal,束后偏航回路压力,1
diagnostic_signal:953574867e97,diagnostic_signal,示偏航结束后偏航回路压力,1
diagnostic_signal:35485c2a7ade,diagnostic_signal,量和压力,1
diagnostic_signal:5f85d9c1a93e,diagnostic_signal,主要功能是抑制偏航制动时偏航回路压力,1
diagnostic_signal:fb342ddc0e47,diagnostic_signal,"偏航回路压力恢复至正常范围,保障机",1
diagnostic_signal:7edd0e0e86ac,diagnostic_signal,同时同步记录转速信号,1
diagnostic_signal:bf0ab246bb0a,diagnostic_signal,近年多台机组的主轴系统陆续出现异常振动,1
diagnostic_signal:a55f6aaffd7b,diagnostic_signal,号风机主轴齿轮箱轴承温度,1
diagnostic_signal:20ad9b964f0a,diagnostic_signal,项目 检查结果 允许值 超标程度,1
diagnostic_signal:d7d83cdcd458,diagnostic_signal,1.1.2 内窥镜检查 内圈剥落尺寸 无 —,1
diagnostic_signal:cd609797115e,diagnostic_signal,验证振动,1
diagnostic_signal:e90ed8387234,diagnostic_signal,本案例采用工业内窥镜进行可视化检测 ：内圈滚道 滚动体凹坑直径 0.8mm（平均） ≤0.2mm 300%,1
diagnostic_signal:27bfb45bfc2f,diagnostic_signal,实现状态,1
diagnostic_signal:2639f4e1bd87,diagnostic_signal,1.2 故障现场检查 由此可以判定，本次轴承故障的发生是由直接,1
diagnostic_signal:a3cb502043e1,diagnostic_signal,运维人员在工程现场进行检查的结果汇总如表2 原因和根本原因共同作用导致的系统性失效问题,1
diagnostic_signal:1b2fff027a81,diagnostic_signal,现场运维人员对 A22风机对主轴进行检查，上 因及其影响程度，表4从管理维度深入剖析故障发,1
diagnostic_signal:56ce27d4e81c,diagnostic_signal,塔打开止推轴承齿轮箱侧端盖检查，发现轴承油脂 生的系统性原因,1
diagnostic_signal:48bde2393987,diagnostic_signal,外圈剥 振动频谱分析（BPFI 幅值,1
diagnostic_signal:1b64bf0ca14d,diagnostic_signal,内窥镜检查影像 和气象数据,1
diagnostic_signal:17b4b6e5e8cc,diagnostic_signal,振动监测阈值设置过高（4.5mm/s）,1
diagnostic_signal:4bef6e26d0d1,diagnostic_signal,优化状态,1
diagnostic_signal:f8e744cbbd78,diagnostic_signal,个月振动,1
diagnostic_signal:fc9f1692369b,diagnostic_signal,轴承硬度 HRC45（低于设计 加强入厂检测,1
diagnostic_signal:128bdb1e5ca8,diagnostic_signal,建立 材质检测报告,1
diagnostic_signal:117bac1e4506,diagnostic_signal,振动,1
diagnostic_signal:87e6d137b6c9,diagnostic_signal,周期性冲击振动,1
diagnostic_signal:1d11479b7b81,diagnostic_signal,"时自动触发强化监测模式，振动报警阈值动态下调 机械工程师 ,2023(10):113-115.",1
diagnostic_signal:4fb03b0691ed,diagnostic_signal,所以先判断发电机温度,1
diagnostic_signal:004359f557c8,diagnostic_signal,用于发电机绕组温度,1
diagnostic_signal:8303fdff40bd,diagnostic_signal,图 1 所示，定子采用了 6 套 Pt100 温度传感器测量绕组温 差，特别是现场安装单位接线很不规范，以至于机舱柜和,1
diagnostic_signal:f31f3f44eb7f,diagnostic_signal,然后通过信号,1
diagnostic_signal:bece795f794e,diagnostic_signal,显地看出发电机绕组温度,1
diagnostic_signal:092fa430e3f6,diagnostic_signal,风电机组发电机绕组温度,1
diagnostic_signal:75000f32b305,diagnostic_signal,态数据中也可以明显地看出发电机绕组温度,1
diagnostic_signal:eee50dc18b4c,diagnostic_signal,有随机粗大干扰信号,1
diagnostic_signal:dd51f49e7dfa,diagnostic_signal,绕组温度,1
diagnostic_signal:e1b5fd0016c5,diagnostic_signal,机绕组温度,1
diagnostic_signal:e7822ad4a0f3,diagnostic_signal,绕组的温度,1
diagnostic_signal:bde9ae60f14e,diagnostic_signal,1V相绕组温度,1
diagnostic_signal:dcd6376438ad,diagnostic_signal,如果信号,1
diagnostic_signal:62b83b7bca6f,diagnostic_signal,测温传感器的金属测温探头及导线在强电磁场下将产生相,1
diagnostic_signal:b985481ad36a,diagnostic_signal,当大的感应电流,1
diagnostic_signal:18848d26db52,diagnostic_signal,直接成为干扰信号,1
diagnostic_signal:8b3e0bf696cb,diagnostic_signal,感应电流,1
diagnostic_signal:38596fab267d,diagnostic_signal,自身温度,1
diagnostic_signal:f53a2a505f3a,diagnostic_signal,可知温度,1
diagnostic_signal:37763b7537ef,diagnostic_signal,干扰信号,1
diagnostic_signal:81addc2454e0,diagnostic_signal,那么需要重新布线或更换信号,1
diagnostic_signal:8529fc747ecd,diagnostic_signal,（1）先用万用表测量传感器的阻值是否正常，以初步,1
diagnostic_signal:b0eab9d1d9d1,diagnostic_signal,判断温度,1
diagnostic_signal:04ebf3e880dd,diagnostic_signal,当前温度,1
diagnostic_signal:3a6b9d1c9fde,diagnostic_signal,计算当前温度,1
diagnostic_signal:71080af192d8,diagnostic_signal,1Ω 则需更换传感器,1
diagnostic_signal:a2a97e3f2052,diagnostic_signal,与其他正常的温度,1
diagnostic_signal:3bd190ca0ea4,diagnostic_signal,重新敷设发电机温度,1
diagnostic_signal:6e0f24410007,diagnostic_signal,的温度传感器信号,1
diagnostic_signal:3cb5ef618143,diagnostic_signal,2V相绕组温度,1
diagnostic_signal:dd236bb48c70,diagnostic_signal,在机舱控制内的温度,1
diagnostic_signal:7db097d11581,diagnostic_signal,信号线与任一相发电机绕组温度传感器的信号,1
diagnostic_signal:6a8b0cbe462e,diagnostic_signal,所以故障原因可确定为发电机温度信号,1
diagnostic_signal:3ea009e5ba5d,diagnostic_signal,相绕组温度,1
diagnostic_signal:31bfce0c0b64,diagnostic_signal,环境温度,1
diagnostic_signal:a3f2d312a202,diagnostic_signal,发电 分析绕组温度值波动大的原,1
diagnostic_signal:f56b0e7fe17a,diagnostic_signal,信号传,1
diagnostic_signal:a77cb2b8104e,diagnostic_signal,，干扰信号是发电机内部电磁场和外部,1
diagnostic_signal:6139c0a7aca0,diagnostic_signal,模拟量信号,1
diagnostic_signal:e0fcdd7e15a3,diagnostic_signal,再仔细检查发电机 结论,1
diagnostic_signal:79d64287e163,diagnostic_signal,温度传感器接线盒，用万用表测得接线盒内的接地端子与,1
diagnostic_signal:af6634650266,diagnostic_signal,这台机组的发电机绕组温度信号,1
diagnostic_signal:b9a04b157a21,diagnostic_signal,或者在电机内部温度,1
diagnostic_signal:fbf43563dc0a,diagnostic_signal,拆除发电机温度,1
diagnostic_signal:950932fc610f,diagnostic_signal,这段信号,1
diagnostic_signal:c3086de5355f,diagnostic_signal,通过更换信号,1
diagnostic_signal:b43236308791,diagnostic_signal,启机并网观察发电机绕组温度,1
diagnostic_signal:a554bd8ac1d7,diagnostic_signal,相之外其余绕组温度,1
diagnostic_signal:b18f5bd5928c,diagnostic_signal,相的温度,1
diagnostic_signal:5b9d88ba3e1f,diagnostic_signal,相温度传感器出线接至备用温度,1
diagnostic_signal:bf3adef92841,diagnostic_signal,模拟量信号采集和传输受电磁干扰是多方面,1
diagnostic_signal:25ced6af5173,diagnostic_signal,温度传感器信号受到很大的电磁耦合，这都是,1
diagnostic_signal:be74120b9ffc,diagnostic_signal,发电机温度传感器测温不准确的原因,1
diagnostic_signal:b04e5199db1f,diagnostic_signal,启机并网观察发电机绕组温度数据 ：面板显示 磁干扰原,1
document:694ce1c23e2f,document,砀山风电场15#风电机组偏航液压系统压力异常故障处理全流程解析_孙士雪.pdf,5
document:69be17484fa1,document,2MW风电机组变流器IGBT板卡故障的分析及解决方案_林延填.pdf,4
document:3a7db3fbf8c0,document,风电机组主轴的检修维护及故障分析与应对策略_卢祥林.pdf,4
document:225c317ca503,document,风电机组发电机绕组端温度高故障分析及处理_张新旺.pdf,3
fault_code:8114b9dabe64,fault_code,1.2,6
fault_code:522b07e413f5,fault_code,2MW,3
fault_code:d0d5f5f3d469,fault_code,2.2,3
fault_code:4491f8b5ecc0,fault_code,1.1,3
fault_name:92e8ceeeb4f5,fault_name,1 故障,4
fault_name:186ce380096f,fault_name,2 故障,4
fault_name:b286df3c0a0e,fault_name,福建水力发电 2MW 风电机组变流器 IGBT 板卡故障,2
fault_name:a70700b0c731,fault_name,通过对某风场 2MW 风电机组多次出现的变流器 IGBT 板卡故障,2
fault_name:89d47f642552,fault_name,总结可能造成变流器 IGBT 板卡故障,2
fault_name:0922d1c203fc,fault_name,变流器 的故障有 IGBT 板卡故障,2
fault_name:f929ce673e42,fault_name,充电回路异常,2
fault_name:e7c491d511b3,fault_name,当转 中变流器 IGBT 板卡故障,2
fault_name:c8e07eb4206d,fault_name,转子 次出现的变流器 IGBT 板卡故障,2
fault_name:cf66f7f2714c,fault_name,2 变流器 IGBT 板卡故障,2
fault_name:e5b6b00543be,fault_name,查看变流器内部故障,2
fault_name:71e518e8e742,fault_name,发现报警,2
fault_name:cfd8a609f11a,fault_name,根据 ISU 模块报出的故障,2
fault_name:478e589ce409,fault_name,通过故障,2
fault_name:c8cb7f065307,fault_name,用三相电压型交-直- 故障,2
fault_name:5f3648006b58,fault_name,根据导出故障,2
fault_name:9308e531a28f,fault_name,发现故障,2
fault_name:a25e435559c1,fault_name,确定故障,2
fault_name:8c2b9a95df1d,fault_name,变流器跳闸故障,2
fault_name:9b7abde57fd4,fault_name,变流器总故障,2
fault_name:56bad61dde1a,fault_name,变流器转子 侧其他故障,2
fault_name:27aa446ed114,fault_name,变流器转子侧故障,2
fault_name:7a6557767ad2,fault_name,导出变 流器 IGBT 模块故障,2
fault_name:c8c8947e8375,fault_name,检查温度传感器未见异常,2
fault_name:8ab78cab4807,fault_name,3 变流器 IGBT 板卡故障,2
fault_name:9dc406c0fb43,fault_name,根据风电场运行数据 经上述故障,2
fault_name:7719785363d0,fault_name,IGBT 驱动板故障很大一部分是电网 故障,2
fault_name:a0633540d5f6,fault_name,并且 故障,2
fault_name:32cff5e4955c,fault_name,易造成相关设备工作异常,2
fault_name:85644d8efbec,fault_name,根本解决环境温度过高,2
fault_name:d7e788ffebe8,fault_name,2019 年改造后一年期 7 台机组发生 IGBT 故障,2
fault_name:2bf5d770fa7c,fault_name,变流器 IGBT 板卡故障,2
fault_name:5a2fbd5f4733,fault_name,器系统 常见的故障,2
fault_name:6c5afafac30a,fault_name,本文对常见的两种故障,2
fault_name:883c9375d898,fault_name,通过运行观察发现 IGBT 板卡故障,2
fault_name:4ddad44cdc31,fault_name,风电机组变流器对海上风电场可靠性的 4 变流器 IG B T 板卡故障,2
fault_name:bb986626abd1,fault_name,风电机组变流器故障,2
fault_name:7bb0fb008203,fault_name,双馈风电机组变流器 IGBT 结温计算与稳 IGBT 板卡故障,2
fault_name:d27b4b220513,fault_name,风电变流器中 IGBT 常见故障,2
fault_name:aeb12176c9d3,fault_name,通风机故障,2
fault_name:b560110f25b4,fault_name,对保障风力发电 故障,2
fault_name:c9c306b9befe,fault_name,风电机组偏航液压系统 压力异常故障,2
fault_name:dc317931e656,fault_name,SCADA 系统监测到一系列异常,2
fault_name:922ca001a3d7,fault_name,统故障在风电机组总故障,2
fault_name:74edaf32037c,fault_name,偏航压力出现显著异常,2
fault_name:30875549f052,fault_name,偏航液压系统故障在整个液压系统故障,2
fault_name:f48042a6342f,fault_name,液压站持续处于欠压,2
fault_name:49c2db7486f3,fault_name,国内外学者围绕风电机组液压系统故障,2
fault_name:dc326a9d3ddf,fault_name,压系统故障,2
fault_name:acdc97361890,fault_name,实现了对潜在故障,2
fault_name:746b72cb9fdb,fault_name,导致故障,2
fault_name:1fae3cbaba06,fault_name,正常情况下机组压 还需要结合现场故障,2
fault_name:92645f960cf4,fault_name,在 其偏航液压系统出现报警故障,2
fault_name:bf51beae25ca,fault_name,科学化的 液压系统分析与故障,2
fault_name:7ad1552e9058,fault_name,深度挖掘未标注阻尼缓冲器堵塞这一特殊故障,2
fault_name:1172f6238dae,fault_name,液压油的流动路径为沿图 1 所示的 故障,2
fault_name:c64883763f1d,fault_name,发生故障,2
fault_name:fc39dcb86d94,fault_name,风电机组偏航系统故障,2
fault_name:bf7471788607,fault_name,基于压力信号的液压系统故障,2
fault_name:8ff4bc482cec,fault_name,液压油从油箱经液压泵 本研究采用逐步排除法开展故障,2
fault_name:c46f3b2f7141,fault_name,可以初步排除主回路存在故障,2
fault_name:acdaa22e482a,fault_name,运行过程中液压站未产生异常,2
fault_name:eb2574f22101,fault_name,因机舱没 外其他回路存在异常,2
fault_name:96a6a1be69f1,fault_name,动器油管中间的阻尼缓冲器存在堵塞故障,2
fault_name:ebef76d5b509,fault_name,存在堵塞故障,2
fault_name:d9f65d44ac62,fault_name,结果显 尼缓冲器存在堵塞故障,2
fault_name:e0a410bb08f4,fault_name,故障处理与预防措施 存在堵塞故障,2
fault_name:07f90fa5846c,fault_name,优化液压油流 均未发现明显故障,2
fault_name:ea5c0821ef8c,fault_name,航液压系统压 力异常,2
fault_name:1baf1fbd7cc4,fault_name,攀升的故障,2
fault_name:7721f284308b,fault_name,系统开展故障,2
fault_name:f6ea2a6cb791,fault_name,风电机组偏航液压系统压力异常,2
fault_name:3688d99d8d7b,fault_name,逐步排除法在复杂液压系统故障,2
fault_name:f94af16cbf37,fault_name,精准定位故障,2
fault_name:08984b4450c3,fault_name,故障排查和系统升级提供可靠的图纸 本研究提出的故障,2
fault_name:78e690125057,fault_name,高效的故障,2
fault_name:2eaf21f731b7,fault_name,及时发现潜在的故障,2
fault_name:18912fbbe55c,fault_name,风电机组主轴的检修维护及 故障,2
fault_name:8102c5e612e0,fault_name,本文针对某云南高海波地区风电场风电机组主轴系统频发磨损故障,2
fault_name:0cdf3629c77c,fault_name,通过多维度诊断分析揭示 了故障,2
fault_name:7712f2f3855d,fault_name,确认故障,2
fault_name:4e3905c1873c,fault_name,通过 实施四级处理方案实现对故障,2
fault_name:12df42132699,fault_name,表1 故障,2
fault_name:a64e26a351da,fault_name,监测参数 正常值范围 故障,2
fault_name:98b0cc904ba1,fault_name,统计显示主轴轴承故障占风电机组机械故障,2
fault_name:d6c96effa873,fault_name,导致主轴系统故障,2
fault_name:5facab97c659,fault_name,本案例在对风电机组主轴故障,2
fault_name:be4e6ec3ea90,fault_name,择使用多维度振动监测技术精确定位故障,2
fault_name:dfcadb5daebd,fault_name,在 1 主轴磨损故障,2
fault_name:8fb7b0fd824d,fault_name,滚动体故 近年多台机组的主轴系统陆续出现异常,2
fault_name:16f31d3d0dd9,fault_name,经包络解调后识别出外圈故障频率 号风机主轴齿轮箱轴承温度异常,2
fault_name:d493307dfb85,fault_name,运维人员根据表1故障,2
fault_name:5882d7324a9a,fault_name,波形中可见周期性冲 与轴颈表面损伤的复合故障,2
fault_name:9fd4c9c0aaaa,fault_name,确认机组主轴系统存在复合型磨损故障,2
fault_name:0c33ce2eba8a,fault_name,3 故障,2
fault_name:eee320187578,fault_name,本次故障,2
fault_name:172e889d8d94,fault_name,可能引发灾难性故障,2
fault_name:477bb725766c,fault_name,本次轴承故障,2
fault_name:cf00db005678,fault_name,表3详细列出了导致主轴轴承磨损故障,2
fault_name:dd0557429d04,fault_name,表4从管理维度深入剖析故障,2
fault_name:1cb2aa8f3d88,fault_name,如 次故障,2
fault_name:edcfc6513555,fault_name,New Energy Generation And Storage 表3 主轴故障,2
fault_name:45e26a1a8ad7,fault_name,内窥镜检查影像 和气象数据 表4 主轴故障,2
fault_name:3561dd07515b,fault_name,改进方向 支持证据 振动监测阈值设置过高,2
fault_name:8fc50859e182,fault_name,历史数据显示故障,2
fault_name:6c575bc149c0,fault_name,为预防类似故障,2
fault_name:788d27216817,fault_name,构 2 主轴磨损故障,2
fault_name:14943f3e2577,fault_name,平均故障,2
fault_name:382adae16973,fault_name,根据拆解检查结果制定 入集团标准故障,2
fault_name:2eaf79e75d8f,fault_name,基于故障,2
fault_name:9902bcd55722,fault_name,振动报警,2
fault_name:5df3e0ca767a,fault_name,风电机组发电机绕组端温度高 故障,2
fault_name:207bfa53ea81,fault_name,机报发电机绕组温度高故障,2
fault_name:100b9040962d,fault_name,查看故障手册故障,2
fault_name:6e4b2431bf2e,fault_name,可能导致误报故障,2
fault_name:63793b18322c,fault_name,那么可以断定故障,2
fault_name:b648d18b48ac,fault_name,查看故障,2
fault_name:4de6b97a72e4,fault_name,可知这台发电机 绕组的温度最大值已超过故障报警,2
fault_name:f1729e5ba846,fault_name,图3 机舱底板下方布线混乱 对故障,2
fault_name:95a9b43da87b,fault_name,观察机组在停机和并网时就地面板显示的环境 所以故障,2
fault_name:0cb5b3d89963,fault_name,由这个故障,2
model:070657d0b1fb,model,A22,2
model:ea8825f00efb,model,PM10,2
model:6c37d7fa24d0,model,ACS800-67,1
model:dbf8010ca658,model,IP54,1
model:8ae810c1d6ca,model,P33,1
model:43af7e45b324,model,XJCZCG-047,1
model:c24a95c8cb24,model,CWT3300-D165,1
model:445257eb8068,model,HRC45,1
model:3b9f8faf06da,model,HRC52,1
section:694ce1c23e2f,section,砀山风电场15#风电机组偏航液压系统压力异常故障处理全流程解析_孙士雪.pdf,4
section:69be17484fa1,section,2MW风电机组变流器IGBT板卡故障的分析及解决方案_林延填.pdf,3
section:3a7db3fbf8c0,section,风电机组主轴的检修维护及故障分析与应对策略_卢祥林.pdf,3
section:225c317ca503,section,风电机组发电机绕组端温度高故障分析及处理_张新旺.pdf,2
symptom:bce7ba643708,symptom,的故障有 IGBT 板卡故障、充电回路异常等[2]，其 控制模式设定为转矩控制或者有功功率控制,9
symptom:86fd92941734,symptom,运行环境温度：-25~+50ºC 障停机，查看变流器内部故障信息记录，发现报警,9
symptom:972b4a3e5fcc,symptom,动板损坏，从而引起了变流器高温停机,8
symptom:b93a7ebc4d3f,symptom,障、变流器跳闸故障、变流器总故障、变流器转子,8
symptom:0158358365e1,symptom,温度传感器未见异常，拆卸 K8 接,8
symptom:03fab01a2721,symptom,在风机长时间停机的潮湿天气，应,8
symptom:e8b32b844260,symptom,触头氧化、机构卡涩现象，易造成相关设备工作异常,8
symptom:01c22a8a21d6,symptom,IGBT 驱动板在高负 升，根本解决环境温度过高的问题，例如根据变流,8
symptom:6fe8c7330676,symptom,断方法，确认故障主要由轴承复合磨损引起，表现为内圈剥落、外圈15%覆盖率损伤及滚动体凹坑，通过,8
symptom:5a44cab72ea6,symptom,近年多台机组的主轴系统陆续出现异常振动和温升 障频率（BSF=1.99× 转频）的谐波幅值较基准增长,8
symptom:77c384ea5893,symptom,，导致非计划停机次数增加，严重影响发电效 8倍，提示滚动体表面存在严重损伤,8
symptom:be01fa5db85e,symptom,号风机主轴齿轮箱轴承温度异常，影响风电机组正 （BPFO=2.03× 转频）,8
symptom:e33299c916ad,symptom,机组主轴系统存在复合型磨损故障，主要表现,8
symptom:ba46ae3909f4,symptom,落面积达15%，引发高频共振现象,8
symptom:6994ae4460a0,symptom,达 D4级（严重损伤阶段），必须立即停机处理,8
symptom:420a67852097,symptom,建议采取四级处理方案 ：一级处理为立即停机并更 安装工艺存在缺陷,8
symptom:86964566d783,symptom,轴承座与主轴的同轴度偏差达,8
symptom:8475d9c48c38,symptom,直接原因类别 具体表现 影响程度 证据来源 确定数据矩阵,8
symptom:5197d734b82a,symptom,行温度下降约 15℃，未再发生高温变流器跳闸情,7
symptom:82a293d3c824,symptom,压器经过长期（大于 24h 小于 72h）断电停机后,7
symptom:b12155a067ae,symptom,压力异常故障处理全流程解析,7
symptom:2f5a6de0f3ee,symptom,偏航系统作 二、故障现象,7
symptom:03e722f33cf7,symptom,"风电机组的核心子系统之一,其液压制动性能的优劣直 2023 年 4 月 18 日,SCADA 系统监测到一系列异常报",7
symptom:d58a92a748d6,symptom,"统故障在风电机组总故障中所占的比例约为 15%~20%,而 （1）偏航结束后,偏航压力出现显著异常波动",7
symptom:b12c6f8d05a1,symptom,"偏航液压系统故障在整个液压系统故障中的占比更是超过 （2）液压站持续处于欠压状态（在补充液压油后,该",7
symptom:357682794743,symptom,欠压故障得以消除）,7
symptom:2ad33c70881d,symptom,"力异常攀升的故障,通过 SCADA 数据深度解析、液压系统",7
symptom:d0385de53292,symptom,电场 15# 风电机组偏航液压系统压力异常的直接诱因,7
symptom:63ffbbc59edd,symptom,启动应急处理程序 ：首先实施紧急停机操作，切断 款,7
symptom:2d6cf8e60ea8,symptom,随后对主轴系统进行临时性处理 ：彻底排空污 理维度，将非计划停机损失纳入 KPI 考核，与维护,7
symptom:5e0abbd16c8d,symptom,组存在早期磨损征兆，及时安排计划性维护避免故 年非计划停机次数减少72%，验证了处理方案的有,7
symptom:1d11479b7b81,symptom,"时自动触发强化监测模式，振动报警阈值动态下调 机械工程师 ,2023(10):113-115.",7
symptom:412f54dc38e6,symptom,描述,7
symptom:2b53ec3a2f69,symptom,但是，22# 机处于停机或待机时，面板显示的发电机,7
