source,type,target,weight
causal_factor:4870fa54c0bb,CAN_TRIGGER,fault_name:9902bcd55722,1
causal_factor:5e0abbd16c8d,CAN_TRIGGER,fault_name:9902bcd55722,1
causal_factor:9c00c951b8ce,CAN_TRIGGER,fault_name:9902bcd55722,1
causal_factor:4a9b192dd700,CAN_TRIGGER,fault_name:9902bcd55722,1
causal_factor:1d11479b7b81,CAN_TRIGGER,fault_name:9902bcd55722,1
causal_factor:bce677382d41,CAN_TRIGGER,fault_name:5df3e0ca767a,1
causal_factor:58f609a2f156,CAN_TRIGGER,fault_name:5df3e0ca767a,1
causal_factor:1befcc43b893,CAN_TRIGGER,fault_name:5df3e0ca767a,1
causal_factor:1be7947685a8,CAN_TRIGGER,fault_name:5df3e0ca767a,1
causal_factor:1790beff6d35,CAN_TRIGGER,fault_name:5df3e0ca767a,1
causal_factor:aaeffd13367f,CAN_TRIGGER,fault_name:5df3e0ca767a,1
causal_factor:bce677382d41,CAN_TRIGGER,fault_name:207bfa53ea81,1
causal_factor:58f609a2f156,CAN_TRIGGER,fault_name:207bfa53ea81,1
causal_factor:1befcc43b893,CAN_TRIGGER,fault_name:207bfa53ea81,1
causal_factor:1be7947685a8,CAN_TRIGGER,fault_name:207bfa53ea81,1
causal_factor:1790beff6d35,CAN_TRIGGER,fault_name:207bfa53ea81,1
causal_factor:aaeffd13367f,CAN_TRIGGER,fault_name:207bfa53ea81,1
causal_factor:bce677382d41,CAN_TRIGGER,fault_name:100b9040962d,1
causal_factor:58f609a2f156,CAN_TRIGGER,fault_name:100b9040962d,1
causal_factor:1befcc43b893,CAN_TRIGGER,fault_name:100b9040962d,1
causal_factor:1be7947685a8,CAN_TRIGGER,fault_name:100b9040962d,1
causal_factor:1790beff6d35,CAN_TRIGGER,fault_name:100b9040962d,1
causal_factor:aaeffd13367f,CAN_TRIGGER,fault_name:100b9040962d,1
causal_factor:bce677382d41,CAN_TRIGGER,fault_name:6e4b2431bf2e,1
causal_factor:58f609a2f156,CAN_TRIGGER,fault_name:6e4b2431bf2e,1
causal_factor:1befcc43b893,CAN_TRIGGER,fault_name:6e4b2431bf2e,1
causal_factor:1be7947685a8,CAN_TRIGGER,fault_name:6e4b2431bf2e,1
causal_factor:1790beff6d35,CAN_TRIGGER,fault_name:6e4b2431bf2e,1
causal_factor:aaeffd13367f,CAN_TRIGGER,fault_name:6e4b2431bf2e,1
causal_factor:bce677382d41,CAN_TRIGGER,fault_name:63793b18322c,1
causal_factor:58f609a2f156,CAN_TRIGGER,fault_name:63793b18322c,1
causal_factor:1befcc43b893,CAN_TRIGGER,fault_name:63793b18322c,1
causal_factor:1be7947685a8,CAN_TRIGGER,fault_name:63793b18322c,1
causal_factor:1790beff6d35,CAN_TRIGGER,fault_name:63793b18322c,1
causal_factor:aaeffd13367f,CAN_TRIGGER,fault_name:63793b18322c,1
causal_factor:bce677382d41,CAN_TRIGGER,fault_name:b648d18b48ac,1
causal_factor:58f609a2f156,CAN_TRIGGER,fault_name:b648d18b48ac,1
causal_factor:1befcc43b893,CAN_TRIGGER,fault_name:b648d18b48ac,1
causal_factor:1be7947685a8,CAN_TRIGGER,fault_name:b648d18b48ac,1
causal_factor:1790beff6d35,CAN_TRIGGER,fault_name:b648d18b48ac,1
causal_factor:aaeffd13367f,CAN_TRIGGER,fault_name:b648d18b48ac,1
causal_factor:9859d2485c8c,CAN_TRIGGER,fault_name:0cb5b3d89963,1
causal_factor:d36a22c5b9c4,CAN_TRIGGER,fault_name:0cb5b3d89963,1
causal_factor:4ced3189eeb9,CAN_TRIGGER,fault_name:0cb5b3d89963,1
fault_code:522b07e413f5,DIAGNOSED_BY,diagnostic_signal:761b65de9c1a,1
fault_code:522b07e413f5,DIAGNOSED_BY,diagnostic_signal:0cccc7fef1fb,1
fault_code:8114b9dabe64,DIAGNOSED_BY,diagnostic_signal:761b65de9c1a,1
fault_code:8114b9dabe64,DIAGNOSED_BY,diagnostic_signal:0cccc7fef1fb,1
fault_name:b286df3c0a0e,DIAGNOSED_BY,diagnostic_signal:9a7342874186,1
fault_name:b286df3c0a0e,DIAGNOSED_BY,diagnostic_signal:13456a647a70,1
fault_name:b286df3c0a0e,DIAGNOSED_BY,diagnostic_signal:ce4fca2880be,1
fault_name:b286df3c0a0e,DIAGNOSED_BY,diagnostic_signal:d8565e49760d,1
fault_name:b286df3c0a0e,DIAGNOSED_BY,diagnostic_signal:400588d76235,1
fault_name:b286df3c0a0e,DIAGNOSED_BY,diagnostic_signal:88eae9dccf50,1
fault_name:a70700b0c731,DIAGNOSED_BY,diagnostic_signal:9a7342874186,1
fault_name:a70700b0c731,DIAGNOSED_BY,diagnostic_signal:13456a647a70,1
fault_name:a70700b0c731,DIAGNOSED_BY,diagnostic_signal:ce4fca2880be,1
fault_name:a70700b0c731,DIAGNOSED_BY,diagnostic_signal:d8565e49760d,1
fault_name:a70700b0c731,DIAGNOSED_BY,diagnostic_signal:400588d76235,1
fault_name:a70700b0c731,DIAGNOSED_BY,diagnostic_signal:88eae9dccf50,1
fault_name:89d47f642552,DIAGNOSED_BY,diagnostic_signal:9a7342874186,1
fault_name:89d47f642552,DIAGNOSED_BY,diagnostic_signal:13456a647a70,1
fault_name:89d47f642552,DIAGNOSED_BY,diagnostic_signal:ce4fca2880be,1
fault_name:89d47f642552,DIAGNOSED_BY,diagnostic_signal:d8565e49760d,1
fault_name:89d47f642552,DIAGNOSED_BY,diagnostic_signal:400588d76235,1
fault_name:89d47f642552,DIAGNOSED_BY,diagnostic_signal:88eae9dccf50,1
fault_name:0922d1c203fc,DIAGNOSED_BY,diagnostic_signal:9a7342874186,1
fault_name:0922d1c203fc,DIAGNOSED_BY,diagnostic_signal:13456a647a70,1
fault_name:0922d1c203fc,DIAGNOSED_BY,diagnostic_signal:ce4fca2880be,1
fault_name:0922d1c203fc,DIAGNOSED_BY,diagnostic_signal:d8565e49760d,1
fault_name:0922d1c203fc,DIAGNOSED_BY,diagnostic_signal:400588d76235,1
fault_name:0922d1c203fc,DIAGNOSED_BY,diagnostic_signal:88eae9dccf50,1
fault_code:d0d5f5f3d469,DIAGNOSED_BY,diagnostic_signal:848d470b4ef3,1
fault_code:d0d5f5f3d469,DIAGNOSED_BY,diagnostic_signal:f6ac996faebc,1
fault_name:a25e435559c1,DIAGNOSED_BY,diagnostic_signal:7001dd36f8df,1
fault_name:a25e435559c1,DIAGNOSED_BY,diagnostic_signal:704f579138e4,1
fault_name:a25e435559c1,DIAGNOSED_BY,diagnostic_signal:b58b13cfa16f,1
fault_name:a25e435559c1,DIAGNOSED_BY,diagnostic_signal:d3bea9efb1b9,1
fault_name:a25e435559c1,DIAGNOSED_BY,diagnostic_signal:064b2194b081,1
fault_name:a25e435559c1,DIAGNOSED_BY,diagnostic_signal:5665580b49e4,1
fault_name:8c2b9a95df1d,DIAGNOSED_BY,diagnostic_signal:7001dd36f8df,1
fault_name:8c2b9a95df1d,DIAGNOSED_BY,diagnostic_signal:704f579138e4,1
fault_name:8c2b9a95df1d,DIAGNOSED_BY,diagnostic_signal:b58b13cfa16f,1
fault_name:8c2b9a95df1d,DIAGNOSED_BY,diagnostic_signal:d3bea9efb1b9,1
fault_name:8c2b9a95df1d,DIAGNOSED_BY,diagnostic_signal:064b2194b081,1
fault_name:8c2b9a95df1d,DIAGNOSED_BY,diagnostic_signal:5665580b49e4,1
fault_name:9b7abde57fd4,DIAGNOSED_BY,diagnostic_signal:7001dd36f8df,1
fault_name:9b7abde57fd4,DIAGNOSED_BY,diagnostic_signal:704f579138e4,1
fault_name:9b7abde57fd4,DIAGNOSED_BY,diagnostic_signal:b58b13cfa16f,1
fault_name:9b7abde57fd4,DIAGNOSED_BY,diagnostic_signal:d3bea9efb1b9,1
fault_name:9b7abde57fd4,DIAGNOSED_BY,diagnostic_signal:064b2194b081,1
fault_name:9b7abde57fd4,DIAGNOSED_BY,diagnostic_signal:5665580b49e4,1
fault_name:56bad61dde1a,DIAGNOSED_BY,diagnostic_signal:7001dd36f8df,1
fault_name:56bad61dde1a,DIAGNOSED_BY,diagnostic_signal:704f579138e4,1
fault_name:56bad61dde1a,DIAGNOSED_BY,diagnostic_signal:b58b13cfa16f,1
fault_name:56bad61dde1a,DIAGNOSED_BY,diagnostic_signal:d3bea9efb1b9,1
fault_name:56bad61dde1a,DIAGNOSED_BY,diagnostic_signal:064b2194b081,1
fault_name:56bad61dde1a,DIAGNOSED_BY,diagnostic_signal:5665580b49e4,1
fault_name:27aa446ed114,DIAGNOSED_BY,diagnostic_signal:7001dd36f8df,1
fault_name:27aa446ed114,DIAGNOSED_BY,diagnostic_signal:704f579138e4,1
fault_name:27aa446ed114,DIAGNOSED_BY,diagnostic_signal:b58b13cfa16f,1
fault_name:27aa446ed114,DIAGNOSED_BY,diagnostic_signal:d3bea9efb1b9,1
fault_name:27aa446ed114,DIAGNOSED_BY,diagnostic_signal:064b2194b081,1
fault_name:27aa446ed114,DIAGNOSED_BY,diagnostic_signal:5665580b49e4,1
fault_name:d7e788ffebe8,DIAGNOSED_BY,diagnostic_signal:40d5b9aca58e,1
fault_name:d7e788ffebe8,DIAGNOSED_BY,diagnostic_signal:5197d734b82a,1
fault_name:d7e788ffebe8,DIAGNOSED_BY,diagnostic_signal:6af612ade818,1
fault_name:2bf5d770fa7c,DIAGNOSED_BY,diagnostic_signal:40d5b9aca58e,1
fault_name:2bf5d770fa7c,DIAGNOSED_BY,diagnostic_signal:5197d734b82a,1
fault_name:2bf5d770fa7c,DIAGNOSED_BY,diagnostic_signal:6af612ade818,1
fault_name:5a2fbd5f4733,DIAGNOSED_BY,diagnostic_signal:40d5b9aca58e,1
fault_name:5a2fbd5f4733,DIAGNOSED_BY,diagnostic_signal:5197d734b82a,1
fault_name:5a2fbd5f4733,DIAGNOSED_BY,diagnostic_signal:6af612ade818,1
fault_name:6c5afafac30a,DIAGNOSED_BY,diagnostic_signal:40d5b9aca58e,1
fault_name:6c5afafac30a,DIAGNOSED_BY,diagnostic_signal:5197d734b82a,1
fault_name:6c5afafac30a,DIAGNOSED_BY,diagnostic_signal:6af612ade818,1
fault_name:883c9375d898,DIAGNOSED_BY,diagnostic_signal:40d5b9aca58e,1
fault_name:883c9375d898,DIAGNOSED_BY,diagnostic_signal:5197d734b82a,1
fault_name:883c9375d898,DIAGNOSED_BY,diagnostic_signal:6af612ade818,1
fault_name:4ddad44cdc31,DIAGNOSED_BY,diagnostic_signal:40d5b9aca58e,1
fault_name:4ddad44cdc31,DIAGNOSED_BY,diagnostic_signal:5197d734b82a,1
fault_name:4ddad44cdc31,DIAGNOSED_BY,diagnostic_signal:6af612ade818,1
fault_name:c9c306b9befe,DIAGNOSED_BY,diagnostic_signal:b12155a067ae,1
fault_name:c9c306b9befe,DIAGNOSED_BY,diagnostic_signal:03e722f33cf7,1
fault_name:c9c306b9befe,DIAGNOSED_BY,diagnostic_signal:c49c371a6e5d,1
fault_name:c9c306b9befe,DIAGNOSED_BY,diagnostic_signal:66d603012cf5,1
fault_name:c9c306b9befe,DIAGNOSED_BY,diagnostic_signal:3d9df0488362,1
fault_name:c9c306b9befe,DIAGNOSED_BY,diagnostic_signal:0ea3ce6b4601,1
fault_name:dc317931e656,DIAGNOSED_BY,diagnostic_signal:b12155a067ae,1
fault_name:dc317931e656,DIAGNOSED_BY,diagnostic_signal:03e722f33cf7,1
fault_name:dc317931e656,DIAGNOSED_BY,diagnostic_signal:c49c371a6e5d,1
fault_name:dc317931e656,DIAGNOSED_BY,diagnostic_signal:66d603012cf5,1
fault_name:dc317931e656,DIAGNOSED_BY,diagnostic_signal:3d9df0488362,1
fault_name:dc317931e656,DIAGNOSED_BY,diagnostic_signal:0ea3ce6b4601,1
fault_name:922ca001a3d7,DIAGNOSED_BY,diagnostic_signal:b12155a067ae,1
fault_name:922ca001a3d7,DIAGNOSED_BY,diagnostic_signal:03e722f33cf7,1
fault_name:922ca001a3d7,DIAGNOSED_BY,diagnostic_signal:c49c371a6e5d,1
fault_name:922ca001a3d7,DIAGNOSED_BY,diagnostic_signal:66d603012cf5,1
fault_name:922ca001a3d7,DIAGNOSED_BY,diagnostic_signal:3d9df0488362,1
fault_name:922ca001a3d7,DIAGNOSED_BY,diagnostic_signal:0ea3ce6b4601,1
fault_name:74edaf32037c,DIAGNOSED_BY,diagnostic_signal:b12155a067ae,1
fault_name:74edaf32037c,DIAGNOSED_BY,diagnostic_signal:03e722f33cf7,1
fault_name:74edaf32037c,DIAGNOSED_BY,diagnostic_signal:c49c371a6e5d,1
fault_name:74edaf32037c,DIAGNOSED_BY,diagnostic_signal:66d603012cf5,1
fault_name:74edaf32037c,DIAGNOSED_BY,diagnostic_signal:3d9df0488362,1
fault_name:74edaf32037c,DIAGNOSED_BY,diagnostic_signal:0ea3ce6b4601,1
fault_name:30875549f052,DIAGNOSED_BY,diagnostic_signal:b12155a067ae,1
fault_name:30875549f052,DIAGNOSED_BY,diagnostic_signal:03e722f33cf7,1
fault_name:30875549f052,DIAGNOSED_BY,diagnostic_signal:c49c371a6e5d,1
fault_name:30875549f052,DIAGNOSED_BY,diagnostic_signal:66d603012cf5,1
fault_name:30875549f052,DIAGNOSED_BY,diagnostic_signal:3d9df0488362,1
fault_name:30875549f052,DIAGNOSED_BY,diagnostic_signal:0ea3ce6b4601,1
fault_name:f48042a6342f,DIAGNOSED_BY,diagnostic_signal:b12155a067ae,1
fault_name:f48042a6342f,DIAGNOSED_BY,diagnostic_signal:03e722f33cf7,1
fault_name:f48042a6342f,DIAGNOSED_BY,diagnostic_signal:c49c371a6e5d,1
fault_name:f48042a6342f,DIAGNOSED_BY,diagnostic_signal:66d603012cf5,1
fault_name:f48042a6342f,DIAGNOSED_BY,diagnostic_signal:3d9df0488362,1
fault_name:f48042a6342f,DIAGNOSED_BY,diagnostic_signal:0ea3ce6b4601,1
fault_name:8ff4bc482cec,DIAGNOSED_BY,diagnostic_signal:4d655fc403dc,1
fault_name:8ff4bc482cec,DIAGNOSED_BY,diagnostic_signal:3f0cf6148833,1
fault_name:8ff4bc482cec,DIAGNOSED_BY,diagnostic_signal:5d67792dc67e,1
fault_name:8ff4bc482cec,DIAGNOSED_BY,diagnostic_signal:970c65968e07,1
fault_name:8ff4bc482cec,DIAGNOSED_BY,diagnostic_signal:834d6be33018,1
fault_name:8ff4bc482cec,DIAGNOSED_BY,diagnostic_signal:9765455b1da1,1
fault_name:c46f3b2f7141,DIAGNOSED_BY,diagnostic_signal:4d655fc403dc,1
fault_name:c46f3b2f7141,DIAGNOSED_BY,diagnostic_signal:3f0cf6148833,1
fault_name:c46f3b2f7141,DIAGNOSED_BY,diagnostic_signal:5d67792dc67e,1
fault_name:c46f3b2f7141,DIAGNOSED_BY,diagnostic_signal:970c65968e07,1
fault_name:c46f3b2f7141,DIAGNOSED_BY,diagnostic_signal:834d6be33018,1
fault_name:c46f3b2f7141,DIAGNOSED_BY,diagnostic_signal:9765455b1da1,1
fault_name:acdaa22e482a,DIAGNOSED_BY,diagnostic_signal:4d655fc403dc,1
fault_name:acdaa22e482a,DIAGNOSED_BY,diagnostic_signal:3f0cf6148833,1
fault_name:acdaa22e482a,DIAGNOSED_BY,diagnostic_signal:5d67792dc67e,1
fault_name:acdaa22e482a,DIAGNOSED_BY,diagnostic_signal:970c65968e07,1
fault_name:acdaa22e482a,DIAGNOSED_BY,diagnostic_signal:834d6be33018,1
fault_name:acdaa22e482a,DIAGNOSED_BY,diagnostic_signal:9765455b1da1,1
fault_name:eb2574f22101,DIAGNOSED_BY,diagnostic_signal:4d655fc403dc,1
fault_name:eb2574f22101,DIAGNOSED_BY,diagnostic_signal:3f0cf6148833,1
fault_name:eb2574f22101,DIAGNOSED_BY,diagnostic_signal:5d67792dc67e,1
fault_name:eb2574f22101,DIAGNOSED_BY,diagnostic_signal:970c65968e07,1
fault_name:eb2574f22101,DIAGNOSED_BY,diagnostic_signal:834d6be33018,1
fault_name:eb2574f22101,DIAGNOSED_BY,diagnostic_signal:9765455b1da1,1
fault_name:96a6a1be69f1,DIAGNOSED_BY,diagnostic_signal:23c68e6cc566,1
fault_name:96a6a1be69f1,DIAGNOSED_BY,diagnostic_signal:606987e4aaff,1
fault_name:96a6a1be69f1,DIAGNOSED_BY,diagnostic_signal:e15a8323ab75,1
fault_name:96a6a1be69f1,DIAGNOSED_BY,diagnostic_signal:cb1a73aa5db9,1
fault_name:96a6a1be69f1,DIAGNOSED_BY,diagnostic_signal:b25033c97304,1
fault_name:96a6a1be69f1,DIAGNOSED_BY,diagnostic_signal:dc9ff71db6a8,1
fault_name:ebef76d5b509,DIAGNOSED_BY,diagnostic_signal:23c68e6cc566,1
fault_name:ebef76d5b509,DIAGNOSED_BY,diagnostic_signal:606987e4aaff,1
fault_name:ebef76d5b509,DIAGNOSED_BY,diagnostic_signal:e15a8323ab75,1
fault_name:ebef76d5b509,DIAGNOSED_BY,diagnostic_signal:cb1a73aa5db9,1
fault_name:ebef76d5b509,DIAGNOSED_BY,diagnostic_signal:b25033c97304,1
fault_name:ebef76d5b509,DIAGNOSED_BY,diagnostic_signal:dc9ff71db6a8,1
fault_name:d9f65d44ac62,DIAGNOSED_BY,diagnostic_signal:23c68e6cc566,1
fault_name:d9f65d44ac62,DIAGNOSED_BY,diagnostic_signal:606987e4aaff,1
fault_name:d9f65d44ac62,DIAGNOSED_BY,diagnostic_signal:e15a8323ab75,1
fault_name:d9f65d44ac62,DIAGNOSED_BY,diagnostic_signal:cb1a73aa5db9,1
fault_name:d9f65d44ac62,DIAGNOSED_BY,diagnostic_signal:b25033c97304,1
fault_name:d9f65d44ac62,DIAGNOSED_BY,diagnostic_signal:dc9ff71db6a8,1
fault_name:e0a410bb08f4,DIAGNOSED_BY,diagnostic_signal:23c68e6cc566,1
fault_name:e0a410bb08f4,DIAGNOSED_BY,diagnostic_signal:606987e4aaff,1
fault_name:e0a410bb08f4,DIAGNOSED_BY,diagnostic_signal:e15a8323ab75,1
fault_name:e0a410bb08f4,DIAGNOSED_BY,diagnostic_signal:cb1a73aa5db9,1
fault_name:e0a410bb08f4,DIAGNOSED_BY,diagnostic_signal:b25033c97304,1
fault_name:e0a410bb08f4,DIAGNOSED_BY,diagnostic_signal:dc9ff71db6a8,1
fault_name:07f90fa5846c,DIAGNOSED_BY,diagnostic_signal:23c68e6cc566,1
fault_name:07f90fa5846c,DIAGNOSED_BY,diagnostic_signal:606987e4aaff,1
fault_name:07f90fa5846c,DIAGNOSED_BY,diagnostic_signal:e15a8323ab75,1
fault_name:07f90fa5846c,DIAGNOSED_BY,diagnostic_signal:cb1a73aa5db9,1
fault_name:07f90fa5846c,DIAGNOSED_BY,diagnostic_signal:b25033c97304,1
fault_name:07f90fa5846c,DIAGNOSED_BY,diagnostic_signal:dc9ff71db6a8,1
fault_name:ea5c0821ef8c,DIAGNOSED_BY,diagnostic_signal:c543282e0411,1
fault_name:ea5c0821ef8c,DIAGNOSED_BY,diagnostic_signal:2e3cafbd6165,1
fault_name:ea5c0821ef8c,DIAGNOSED_BY,diagnostic_signal:211800d2e29a,1
fault_name:ea5c0821ef8c,DIAGNOSED_BY,diagnostic_signal:9a80b353a07c,1
fault_name:1baf1fbd7cc4,DIAGNOSED_BY,diagnostic_signal:c543282e0411,1
fault_name:1baf1fbd7cc4,DIAGNOSED_BY,diagnostic_signal:2e3cafbd6165,1
fault_name:1baf1fbd7cc4,DIAGNOSED_BY,diagnostic_signal:211800d2e29a,1
fault_name:1baf1fbd7cc4,DIAGNOSED_BY,diagnostic_signal:9a80b353a07c,1
fault_name:7721f284308b,DIAGNOSED_BY,diagnostic_signal:c543282e0411,1
fault_name:7721f284308b,DIAGNOSED_BY,diagnostic_signal:2e3cafbd6165,1
fault_name:7721f284308b,DIAGNOSED_BY,diagnostic_signal:211800d2e29a,1
fault_name:7721f284308b,DIAGNOSED_BY,diagnostic_signal:9a80b353a07c,1
fault_name:f6ea2a6cb791,DIAGNOSED_BY,diagnostic_signal:c543282e0411,1
fault_name:f6ea2a6cb791,DIAGNOSED_BY,diagnostic_signal:2e3cafbd6165,1
fault_name:f6ea2a6cb791,DIAGNOSED_BY,diagnostic_signal:211800d2e29a,1
fault_name:f6ea2a6cb791,DIAGNOSED_BY,diagnostic_signal:9a80b353a07c,1
fault_name:3688d99d8d7b,DIAGNOSED_BY,diagnostic_signal:c543282e0411,1
fault_name:3688d99d8d7b,DIAGNOSED_BY,diagnostic_signal:2e3cafbd6165,1
fault_name:3688d99d8d7b,DIAGNOSED_BY,diagnostic_signal:211800d2e29a,1
fault_name:3688d99d8d7b,DIAGNOSED_BY,diagnostic_signal:9a80b353a07c,1
fault_name:f94af16cbf37,DIAGNOSED_BY,diagnostic_signal:c543282e0411,1
fault_name:f94af16cbf37,DIAGNOSED_BY,diagnostic_signal:2e3cafbd6165,1
fault_name:f94af16cbf37,DIAGNOSED_BY,diagnostic_signal:211800d2e29a,1
fault_name:f94af16cbf37,DIAGNOSED_BY,diagnostic_signal:9a80b353a07c,1
fault_code:4491f8b5ecc0,DIAGNOSED_BY,diagnostic_signal:4f1ea6e8cee6,1
fault_code:4491f8b5ecc0,DIAGNOSED_BY,diagnostic_signal:8e21899847bc,1
fault_name:18912fbbe55c,DIAGNOSED_BY,diagnostic_signal:8bb7513a190a,1
fault_name:18912fbbe55c,DIAGNOSED_BY,diagnostic_signal:ba155cf9e29d,1
fault_name:18912fbbe55c,DIAGNOSED_BY,diagnostic_signal:45e6f3ef354f,1
fault_name:18912fbbe55c,DIAGNOSED_BY,diagnostic_signal:5f1a682b5bbe,1
fault_name:18912fbbe55c,DIAGNOSED_BY,diagnostic_signal:8adca19f8ba0,1
fault_name:18912fbbe55c,DIAGNOSED_BY,diagnostic_signal:d78beff5e322,1
fault_name:8102c5e612e0,DIAGNOSED_BY,diagnostic_signal:8bb7513a190a,1
fault_name:8102c5e612e0,DIAGNOSED_BY,diagnostic_signal:ba155cf9e29d,1
fault_name:8102c5e612e0,DIAGNOSED_BY,diagnostic_signal:45e6f3ef354f,1
fault_name:8102c5e612e0,DIAGNOSED_BY,diagnostic_signal:5f1a682b5bbe,1
fault_name:8102c5e612e0,DIAGNOSED_BY,diagnostic_signal:8adca19f8ba0,1
fault_name:8102c5e612e0,DIAGNOSED_BY,diagnostic_signal:d78beff5e322,1
fault_name:0cdf3629c77c,DIAGNOSED_BY,diagnostic_signal:8bb7513a190a,1
fault_name:0cdf3629c77c,DIAGNOSED_BY,diagnostic_signal:ba155cf9e29d,1
fault_name:0cdf3629c77c,DIAGNOSED_BY,diagnostic_signal:45e6f3ef354f,1
fault_name:0cdf3629c77c,DIAGNOSED_BY,diagnostic_signal:5f1a682b5bbe,1
fault_name:0cdf3629c77c,DIAGNOSED_BY,diagnostic_signal:8adca19f8ba0,1
fault_name:0cdf3629c77c,DIAGNOSED_BY,diagnostic_signal:d78beff5e322,1
fault_name:7712f2f3855d,DIAGNOSED_BY,diagnostic_signal:8bb7513a190a,1
fault_name:7712f2f3855d,DIAGNOSED_BY,diagnostic_signal:ba155cf9e29d,1
fault_name:7712f2f3855d,DIAGNOSED_BY,diagnostic_signal:45e6f3ef354f,1
fault_name:7712f2f3855d,DIAGNOSED_BY,diagnostic_signal:5f1a682b5bbe,1
fault_name:7712f2f3855d,DIAGNOSED_BY,diagnostic_signal:8adca19f8ba0,1
fault_name:7712f2f3855d,DIAGNOSED_BY,diagnostic_signal:d78beff5e322,1
fault_name:4e3905c1873c,DIAGNOSED_BY,diagnostic_signal:8bb7513a190a,1
fault_name:4e3905c1873c,DIAGNOSED_BY,diagnostic_signal:ba155cf9e29d,1
fault_name:4e3905c1873c,DIAGNOSED_BY,diagnostic_signal:45e6f3ef354f,1
fault_name:4e3905c1873c,DIAGNOSED_BY,diagnostic_signal:5f1a682b5bbe,1
fault_name:4e3905c1873c,DIAGNOSED_BY,diagnostic_signal:8adca19f8ba0,1
fault_name:4e3905c1873c,DIAGNOSED_BY,diagnostic_signal:d78beff5e322,1
fault_code:8114b9dabe64,DIAGNOSED_BY,diagnostic_signal:b8d060eee6f3,1
fault_code:8114b9dabe64,DIAGNOSED_BY,diagnostic_signal:7d9ac5035193,1
fault_name:9fd4c9c0aaaa,DIAGNOSED_BY,diagnostic_signal:4be3e313e17b,1
fault_name:9fd4c9c0aaaa,DIAGNOSED_BY,diagnostic_signal:1ebe26de5a87,1
fault_name:9fd4c9c0aaaa,DIAGNOSED_BY,diagnostic_signal:b22469bb72dc,1
fault_name:9fd4c9c0aaaa,DIAGNOSED_BY,diagnostic_signal:709808247c94,1
fault_name:9fd4c9c0aaaa,DIAGNOSED_BY,diagnostic_signal:e90e34e4fc34,1
fault_name:9fd4c9c0aaaa,DIAGNOSED_BY,diagnostic_signal:a9d5244c3c22,1
fault_name:0c33ce2eba8a,DIAGNOSED_BY,diagnostic_signal:4be3e313e17b,1
fault_name:0c33ce2eba8a,DIAGNOSED_BY,diagnostic_signal:1ebe26de5a87,1
fault_name:0c33ce2eba8a,DIAGNOSED_BY,diagnostic_signal:b22469bb72dc,1
fault_name:0c33ce2eba8a,DIAGNOSED_BY,diagnostic_signal:709808247c94,1
fault_name:0c33ce2eba8a,DIAGNOSED_BY,diagnostic_signal:e90e34e4fc34,1
fault_name:0c33ce2eba8a,DIAGNOSED_BY,diagnostic_signal:a9d5244c3c22,1
fault_name:eee320187578,DIAGNOSED_BY,diagnostic_signal:4be3e313e17b,1
fault_name:eee320187578,DIAGNOSED_BY,diagnostic_signal:1ebe26de5a87,1
fault_name:eee320187578,DIAGNOSED_BY,diagnostic_signal:b22469bb72dc,1
fault_name:eee320187578,DIAGNOSED_BY,diagnostic_signal:709808247c94,1
fault_name:eee320187578,DIAGNOSED_BY,diagnostic_signal:e90e34e4fc34,1
fault_name:eee320187578,DIAGNOSED_BY,diagnostic_signal:a9d5244c3c22,1
fault_name:172e889d8d94,DIAGNOSED_BY,diagnostic_signal:4be3e313e17b,1
fault_name:172e889d8d94,DIAGNOSED_BY,diagnostic_signal:1ebe26de5a87,1
fault_name:172e889d8d94,DIAGNOSED_BY,diagnostic_signal:b22469bb72dc,1
fault_name:172e889d8d94,DIAGNOSED_BY,diagnostic_signal:709808247c94,1
fault_name:172e889d8d94,DIAGNOSED_BY,diagnostic_signal:e90e34e4fc34,1
fault_name:172e889d8d94,DIAGNOSED_BY,diagnostic_signal:a9d5244c3c22,1
fault_name:186ce380096f,DIAGNOSED_BY,diagnostic_signal:4be3e313e17b,1
fault_name:186ce380096f,DIAGNOSED_BY,diagnostic_signal:1ebe26de5a87,1
fault_name:186ce380096f,DIAGNOSED_BY,diagnostic_signal:b22469bb72dc,1
fault_name:186ce380096f,DIAGNOSED_BY,diagnostic_signal:709808247c94,1
fault_name:186ce380096f,DIAGNOSED_BY,diagnostic_signal:e90e34e4fc34,1
fault_name:186ce380096f,DIAGNOSED_BY,diagnostic_signal:a9d5244c3c22,1
fault_name:6c575bc149c0,DIAGNOSED_BY,diagnostic_signal:eeaf59f199f6,1
fault_name:6c575bc149c0,DIAGNOSED_BY,diagnostic_signal:98386b63854d,1
fault_name:6c575bc149c0,DIAGNOSED_BY,diagnostic_signal:c43808f7e470,1
fault_name:6c575bc149c0,DIAGNOSED_BY,diagnostic_signal:6719c01a9111,1
fault_name:6c575bc149c0,DIAGNOSED_BY,diagnostic_signal:69b46a45dc27,1
fault_name:6c575bc149c0,DIAGNOSED_BY,diagnostic_signal:1baf6e83a73f,1
fault_name:788d27216817,DIAGNOSED_BY,diagnostic_signal:eeaf59f199f6,1
fault_name:788d27216817,DIAGNOSED_BY,diagnostic_signal:98386b63854d,1
fault_name:788d27216817,DIAGNOSED_BY,diagnostic_signal:c43808f7e470,1
