id,type,label,count
component:fd3e6e10e326,component,24V电源,635
component:816c022c4800,component,编码器,792
component:a38a88b44adf,component,变桨变频器,226
component:3f5ad413e2f2,component,变流器,3177
component:595d336967d3,component,变压器,97
component:38d0a8358b11,component,齿轮箱,716
component:23362670e490,component,传感器,1435
component:78e42e38cf11,component,电池,271
component:023d52a774c3,component,电缆线路,2706
component:fa7a63c409ef,component,断路器,676
component:9f8d394ef97e,component,发电机,1132
component:296a14e81dc2,component,风速仪,126
component:389dfeacafdf,component,风向标,216
component:639bd0417e95,component,继电器,457
component:7ca3294bc3d3,component,加热器,189
component:54a2a0a871b6,component,接触器,389
component:d0ec27b1cce3,component,浪涌保护器,68
component:192052579181,component,冷却风扇,622
component:252fdf4cf273,component,熔丝,184
component:836b876c873e,component,温度传感器,817
component:9a7e01b8ce50,component,限位开关,331
component:7e7d21acf2f6,component,液压站,143
component:a3a976f1827a,component,振动传感器,433
component:6348867dd227,component,制动器,2692
component:7af89b937f67,component,轴承,625
component:9a147b3d2421,component,I/O模块,57
component:37d132ed1701,component,PLC控制器,2917
component:ddfe1ecab0e6,component,PLC模块,423
fault_code:fc1f3a3ad683,fault_code,0100001,1
fault_code:db3cbcb109ec,fault_code,0100002,1
fault_code:dbf9cf4e840c,fault_code,0100003,1
fault_code:c66af3e97b2d,fault_code,0100004,1
fault_code:c5a573038fb4,fault_code,0100005,1
fault_code:c0c18b98e9d1,fault_code,0100006,1
fault_code:ed949b08f3b1,fault_code,0100007,1
fault_code:d4c62651349e,fault_code,0100008,1
fault_code:9cb0d07d1207,fault_code,0100009,1
fault_code:f26991aabf6e,fault_code,010001,2
fault_code:ab1babecd2a4,fault_code,0100010,1
fault_code:84b842b6e7dd,fault_code,0100011,1
fault_code:0c9b4850b63d,fault_code,0100012,1
fault_code:2d4a09327146,fault_code,0100013,1
fault_code:f67de3256170,fault_code,0100014,1
fault_code:a75684313eab,fault_code,0100015,1
fault_code:6a7c8b0e8ac4,fault_code,0100016,1
fault_code:e9744f0f0151,fault_code,0100017,1
fault_code:f2da17e1d6a6,fault_code,0100018,1
fault_code:6bc946b43f6b,fault_code,0100019,1
fault_code:410c2b929e6a,fault_code,010002,1
fault_code:00ac41b309ac,fault_code,0100020,1
fault_code:5230a41a2ee9,fault_code,0100021,1
fault_code:168bc50596ae,fault_code,0100022,1
fault_code:9d1ffc1d8751,fault_code,0100023,1
fault_code:1cd7b6288809,fault_code,0100024,1
fault_code:b30b620e0d80,fault_code,0100025,1
fault_code:5d3507a0c673,fault_code,0100026,1
fault_code:e6e1072a1b5b,fault_code,0100027,1
fault_code:551ff9570f38,fault_code,010003,1
fault_code:5f10b71404df,fault_code,010011,1
fault_code:f505a211e426,fault_code,0200001,1
fault_code:cfca35d7732f,fault_code,0200002,1
fault_code:19d510eb2376,fault_code,0200003,1
fault_code:bb2d979467d5,fault_code,0200004,1
fault_code:b1763b8084de,fault_code,0200005,1
fault_code:94f2e9932f9b,fault_code,0200006,1
fault_code:82e3087a6757,fault_code,0200007,1
fault_code:d18b8981041a,fault_code,0200008,1
fault_code:4e4d27f84720,fault_code,0200009,1
fault_code:6f303496de58,fault_code,0200011,1
fault_code:9dd1c60e4b14,fault_code,0200012,1
fault_code:d96cbef5bcb1,fault_code,0200013,1
fault_code:9d07450344ba,fault_code,025104,1
fault_code:93db87171d88,fault_code,025105,1
fault_code:a0994398f94c,fault_code,025106,1
fault_code:03b264c33e94,fault_code,025107,1
fault_code:32a90b154e0b,fault_code,025110,1
fault_code:907f4f317b8b,fault_code,025111,1
fault_code:492e33c61722,fault_code,025113,1
fault_code:d87695eda61f,fault_code,0300001,1
fault_code:f3e8b7fcadaa,fault_code,0300002,1
fault_code:9182ae484d6a,fault_code,0300003,1
fault_code:98f128f2fe81,fault_code,0300004,1
fault_code:583adf9a430d,fault_code,0300005,1
fault_code:8bd4f027eaea,fault_code,0300006,1
fault_code:a59c044be7bd,fault_code,0300007,1
fault_code:0e6185f3d62c,fault_code,0300008,1
fault_code:6257958c80a4,fault_code,0300009,1
fault_code:432ce33a06f6,fault_code,030001,1
fault_code:3177574e5dc4,fault_code,0300010,1
fault_code:2d83139cf655,fault_code,030002,1
fault_code:e72fba7fb69c,fault_code,030003,1
fault_code:dd780bf62a34,fault_code,030004,1
fault_code:c841fe51ff43,fault_code,030005,1
fault_code:82a90cd72f9b,fault_code,030006,1
fault_code:b2ac33f7ede6,fault_code,030011,1
fault_code:cbea7ea63c26,fault_code,030061,1
fault_code:8f57b7385e2e,fault_code,030081,1
fault_code:62ed2fdce3ab,fault_code,0301001,1
fault_code:f2e99c788d44,fault_code,0301002,1
fault_code:37d582838b22,fault_code,0301003,1
fault_code:c4c67b0da268,fault_code,0301004,1
fault_code:dbc3eb5fd110,fault_code,0301005,1
fault_code:9aebc1975556,fault_code,0301006,1
fault_code:6899a35a2a2d,fault_code,0301007,1
fault_code:9825a29fd20f,fault_code,0301008,1
fault_code:25928a13e7d9,fault_code,0301009,1
fault_code:ed3075c4dd6f,fault_code,0301010,1
fault_code:9a46e8b21cbe,fault_code,0301011,1
fault_code:e742c84ec169,fault_code,0301012,1
fault_code:b1e9f81eb64b,fault_code,0301013,1
fault_code:30d7f4fbfb26,fault_code,0301014,1
fault_code:8ed4d17646b9,fault_code,0301015,1
fault_code:73850656a2c0,fault_code,0301016,1
fault_code:a61e904292fc,fault_code,0301017,1
fault_code:ac99c7bcf6b2,fault_code,0301018,1
fault_code:a6b7947d4e76,fault_code,0301019,1
fault_code:abd0afbe861c,fault_code,0301020,1
fault_code:0c87ca470497,fault_code,0301021,1
fault_code:8956aeecffff,fault_code,0301022,1
fault_code:96ee953252d8,fault_code,0301023,1
fault_code:8baf35d9c5b7,fault_code,0301024,1
fault_code:f2b652568eb4,fault_code,0301025,1
fault_code:22416f673e43,fault_code,0301030,1
fault_code:e07a0feb7d0a,fault_code,0301031,1
fault_code:c70a6b0cb030,fault_code,0301032,1
fault_code:9d964789f66d,fault_code,0301033,1
fault_code:ee69028629f8,fault_code,0301034,1
fault_code:62605a69f719,fault_code,0301035,1
fault_code:9dd387666eb0,fault_code,0301036,1
fault_code:fdfe4daec53e,fault_code,0301037,1
fault_code:9a544c93b9e4,fault_code,0301038,1
fault_code:4052b1768000,fault_code,0301039,1
fault_code:9091c7ece979,fault_code,0301040,1
fault_code:3172cd8ef490,fault_code,0301041,1
fault_code:2622820025fc,fault_code,0301042,1
fault_code:74b84a4fa5fe,fault_code,0301043,1
fault_code:8a633d7367b6,fault_code,0302009,1
fault_code:38565526af65,fault_code,0302010,1
fault_code:0c2ddcc7d1ff,fault_code,0302011,1
fault_code:17a50b1b1ae4,fault_code,0302012,1
fault_code:cbdcd282fd23,fault_code,0302013,1
fault_code:b6a7da92cc6a,fault_code,0302014,1
fault_code:ac80f81226b7,fault_code,0302015,1
fault_code:6e158102a5ab,fault_code,0302016,1
fault_code:d71a16b6ca6b,fault_code,0302017,1
fault_code:21b574617e53,fault_code,0302018,1
fault_code:37f9ce59bc9b,fault_code,0302019,1
fault_code:b6f051fa737c,fault_code,0302020,1
fault_code:b144398fcca4,fault_code,0302021,1
fault_code:95d56b9507e5,fault_code,0302022,1
fault_code:ce00a76f02a6,fault_code,0302023,1
fault_code:d634e13ffcc6,fault_code,0302024,1
fault_code:d022051f42f3,fault_code,0302025,1
fault_code:a5e4ad5df577,fault_code,0302026,1
fault_code:3110c86626c5,fault_code,0302027,1
fault_code:362bcd163615,fault_code,0302028,1
fault_code:8616b2279759,fault_code,0302029,1
fault_code:86f9faa5e405,fault_code,0302030,1
fault_code:6dc97f2b0102,fault_code,0302031,1
fault_code:60a2d8f7257a,fault_code,0302032,1
fault_code:3fd2cc74f009,fault_code,0302033,1
fault_code:3b6b1ba062e7,fault_code,0302034,1
fault_code:27948a7143b1,fault_code,0302035,1
fault_code:b80a7babaf88,fault_code,0302036,1
fault_code:2fcb0463ef73,fault_code,0303031,1
fault_code:f2459084cac9,fault_code,0303032,1
fault_code:16998654a454,fault_code,0303033,1
fault_code:094c78ecabb7,fault_code,0303035,1
fault_code:92fc92917b48,fault_code,0303036,1
fault_code:cca982df0498,fault_code,035001,1
fault_code:e41d98a1d693,fault_code,035003,1
fault_code:086a798c3744,fault_code,035005,1
fault_code:2171e7808690,fault_code,035101,1
fault_code:0093b7b9cf77,fault_code,035102,1
fault_code:1d5440a89724,fault_code,0400001,1
fault_code:53aa1af49f8d,fault_code,0400002,1
fault_code:a61e06db9545,fault_code,0400003,1
fault_code:229c61e738d1,fault_code,0400004,1
fault_code:bcd4b5b2d915,fault_code,0400005,1
fault_code:5295f0ab6bc4,fault_code,0400006,1
fault_code:d9e0558797ae,fault_code,0400007,1
fault_code:969d72cb3a68,fault_code,0400008,1
fault_code:d963f0437f6a,fault_code,0400009,1
fault_code:b788c0d0ef8d,fault_code,0400010,1
fault_code:27f6d093d26a,fault_code,0400011,1
fault_code:b289b83423af,fault_code,0400012,1
fault_code:7722362a1491,fault_code,0400013,1
fault_code:023c6af9476e,fault_code,0400014,1
fault_code:3e8c8ac06782,fault_code,0400015,1
fault_code:d7ea83c528df,fault_code,0400016,1
fault_code:aba7e30c1020,fault_code,0400017,1
fault_code:01a48eaf3487,fault_code,0400018,1
fault_code:165d9dfea162,fault_code,040010,1
fault_code:e541f5ef3e2b,fault_code,040030,1
fault_code:0d7962440552,fault_code,0500001,1
fault_code:9ef0ff068f27,fault_code,0500002,1
fault_code:eca70487c014,fault_code,0500003,1
fault_code:4db261cd34b1,fault_code,0500004,1
fault_code:e38b9f99aae8,fault_code,0500005,1
fault_code:fb8dafc3c3b4,fault_code,0500006,1
fault_code:045279d64b67,fault_code,0500007,1
fault_code:84a49357cbd1,fault_code,0500008,1
fault_code:e771e5dbc3d4,fault_code,0500009,1
fault_code:bc42b1418ecf,fault_code,050001,2
fault_code:90d36ed41323,fault_code,0500010,1
fault_code:92e1761c2f57,fault_code,0500011,1
fault_code:b2fe9f3318cb,fault_code,0500012,1
fault_code:818f1842ad5f,fault_code,0500013,1
fault_code:e15d7a295644,fault_code,0500014,1
fault_code:de63e1c7f7a3,fault_code,0500015,1
fault_code:4c08a3f2c587,fault_code,0500016,1
fault_code:378940bd2161,fault_code,0500018,1
fault_code:8e12a6c318f7,fault_code,0500019,1
fault_code:136405efb8ac,fault_code,050002,1
fault_code:49883ff60cbc,fault_code,0500020,1
fault_code:569438ec9070,fault_code,0500021,1
fault_code:3149ab028f48,fault_code,0500022,1
fault_code:edd313c42f8f,fault_code,0500023,1
fault_code:3cfe9109a210,fault_code,0500024,1
fault_code:ce099fb94279,fault_code,0500025,1
fault_code:f9a696c48876,fault_code,0500026,1
fault_code:a03248ea6442,fault_code,0500027,1
fault_code:14adbd375e45,fault_code,0500028,1
fault_code:2f002abaa1f6,fault_code,0500029,1
fault_code:7158ac993002,fault_code,050003,3
fault_code:df10d822a5c8,fault_code,0500030,1
fault_code:a5afc9b283fb,fault_code,0500031,1
fault_code:bf1125ac5764,fault_code,0500032,1
fault_code:1281a9b3ac36,fault_code,0500033,1
fault_code:f0e2fc9d89d3,fault_code,0500034,1
fault_code:016f6df6aaa0,fault_code,0500035,1
fault_code:83d86b5e6337,fault_code,0500036,1
fault_code:f1419dfcb3e2,fault_code,0500037,1
fault_code:554aaf9bce67,fault_code,0500038,1
fault_code:6d8cb82a39e1,fault_code,0500039,1
fault_code:9446051e0378,fault_code,0500040,1
fault_code:6aaee4a68e50,fault_code,0500041,1
fault_code:f9c1609c1160,fault_code,0500042,1
fault_code:ff6404e750f9,fault_code,0500043,1
fault_code:60df0f5f4aa9,fault_code,0500044,1
fault_code:ddd5f4ae58ff,fault_code,0500045,1
fault_code:05437d0b9b89,fault_code,0500046,1
fault_code:4f0015e2843d,fault_code,0500047,1
fault_code:f90e99f56ed2,fault_code,0500048,1
fault_code:e9de1553dbca,fault_code,0500049,1
fault_code:3f0bef52c6aa,fault_code,0500050,1
fault_code:ae8cdb2bb7e4,fault_code,0500051,1
fault_code:dd31e02dc25d,fault_code,0500052,1
fault_code:d72bb4b34454,fault_code,050010,1
fault_code:d83961d05529,fault_code,050020,1
fault_code:2c7cfbb263be,fault_code,050025,1
fault_code:fbe0a1ecf991,fault_code,050030,1
fault_code:27c4a2a94c6d,fault_code,050035,1
fault_code:5035b3537bcb,fault_code,050036,1
fault_code:ed298444951e,fault_code,050038,1
fault_code:f1b015c5161b,fault_code,050039,1
fault_code:d43618ee87b5,fault_code,0501005,1
fault_code:ffbeebe432d5,fault_code,0501006,1
fault_code:814444577487,fault_code,0501007,1
fault_code:4a6fb4ef8e8e,fault_code,0501008,1
fault_code:041c3db07589,fault_code,0501009,1
fault_code:4e00a3ddb0a0,fault_code,0501010,1
fault_code:e2e268331374,fault_code,0501011,1
fault_code:6c2b04e3189f,fault_code,0501012,1
fault_code:f1087828072b,fault_code,0501013,1
fault_code:fd5650cc0bce,fault_code,0501014,1
fault_code:308e517defa4,fault_code,0501015,1
fault_code:c826160d3c84,fault_code,0501016,1
fault_code:24d3b14b0146,fault_code,0501017,1
fault_code:a66d90716bbe,fault_code,0501018,1
fault_code:ff525d512a1e,fault_code,0501019,1
fault_code:372e8e9e330a,fault_code,0501020,1
fault_code:9e0c58f2dc60,fault_code,0600001,1
fault_code:e2b1ee736c07,fault_code,0600002,1
fault_code:9449c1914b0d,fault_code,0600003,1
fault_code:5ecc1a2e0a17,fault_code,0600004,1
fault_code:f41d166d561e,fault_code,0600005,1
fault_code:4fa44eebd604,fault_code,0600006,1
fault_code:7d1ddf333805,fault_code,0600007,1
fault_code:569229b747c4,fault_code,0600008,1
fault_code:caf856372a58,fault_code,0600009,1
fault_code:4d27118328c9,fault_code,060001,2
fault_code:fe7f8e4cefca,fault_code,0600010,1
fault_code:a7910e2a696c,fault_code,0600011,1
fault_code:743394006acd,fault_code,0600012,1
fault_code:c3403f644d82,fault_code,0600013,1
fault_code:9ed7939338bd,fault_code,0600014,1
fault_code:fdce3cd59866,fault_code,0600015,1
fault_code:3e8f2c28f152,fault_code,0600016,1
fault_code:7987b51ee437,fault_code,0600017,1
fault_code:405cd2129125,fault_code,0600018,1
fault_code:200259a95d2c,fault_code,0600019,1
fault_code:c8747d12f0a5,fault_code,060002,1
fault_code:c589750de039,fault_code,0600020,1
fault_code:2fb86fb25d5e,fault_code,0600021,1
fault_code:0386ba50d3e1,fault_code,0600022,1
fault_code:d1830d285a6e,fault_code,0600023,1
fault_code:8bdd75bb2e14,fault_code,0600024,1
fault_code:8e5fd51bd18f,fault_code,0600025,1
fault_code:5f3c51b413a8,fault_code,0600026,1
fault_code:0afafd3f2a23,fault_code,0600027,1
fault_code:c8962f795475,fault_code,0600028,1
fault_code:6f47291bff64,fault_code,0600029,1
fault_code:4a8876a97635,fault_code,060003,3
fault_code:46ea6a32f4f1,fault_code,0600030,1
fault_code:3ebf6a3f6533,fault_code,0600031,1
fault_code:807777534b27,fault_code,0600032,1
fault_code:d322e234ac94,fault_code,0600033,1
fault_code:966b74bb2789,fault_code,0600034,1
fault_code:31272ab47184,fault_code,0600035,1
fault_code:3674bf19bdfe,fault_code,0600036,1
fault_code:d27dd4febcf6,fault_code,0600037,1
fault_code:be35af616cc5,fault_code,0600038,1
fault_code:b850dbf50ad1,fault_code,0600039,1
fault_code:dbf60adfb524,fault_code,060004,1
fault_code:6463b9aaca59,fault_code,0600040,1
fault_code:1a2e34650fc5,fault_code,0600041,1
fault_code:bcbf9e734b1a,fault_code,0600042,1
fault_code:f0e4f987dee9,fault_code,0600043,1
fault_code:c3f4067ae225,fault_code,0600044,1
fault_code:f7dbc8c0c219,fault_code,0600045,1
fault_code:d293ea83c815,fault_code,0600046,1
fault_code:c54c9c069f1c,fault_code,0600047,1
fault_code:339bfd167ae9,fault_code,0600048,1
fault_code:87b6722eb6e6,fault_code,0600049,1
fault_code:008c20d5afd6,fault_code,060005,1
fault_code:aef8e1c45446,fault_code,0600050,1
fault_code:53801adfd9e0,fault_code,0600051,1
fault_code:a60ee929b7b5,fault_code,0600052,1
fault_code:e6e836942f15,fault_code,0600053,1
fault_code:883774cfe905,fault_code,0600054,1
fault_code:ec3aade4e757,fault_code,0600055,1
fault_code:2cdec7e78598,fault_code,0600056,1
fault_code:314fcff2ccec,fault_code,0600057,1
fault_code:cdd3c9db973e,fault_code,0600058,1
fault_code:1c29edc9531d,fault_code,0600059,1
fault_code:2590b420dddf,fault_code,0600060,1
fault_code:1f2f711af75f,fault_code,0600061,1
fault_code:6b5cdb29e766,fault_code,0600062,1
fault_code:ee13fd1b1e88,fault_code,0600063,1
fault_code:f10517102dcf,fault_code,060010,1
fault_code:5dbc3b3dbaab,fault_code,060051,1
fault_code:a492706d3272,fault_code,060100,1
fault_code:2272656c7d09,fault_code,0601002,1
fault_code:cdf0fff50a4e,fault_code,0601003,1
fault_code:65f23ef31443,fault_code,0601004,1
fault_code:ac0b2c8acfd5,fault_code,0601005,1
fault_code:cb6953774b55,fault_code,0601006,1
fault_code:e6caa4f98474,fault_code,060101,1
fault_code:9933eebea590,fault_code,060102,1
fault_code:5f8a45ff1350,fault_code,060103,1
fault_code:90c14c116230,fault_code,060104,1
fault_code:1a3d5bbf495d,fault_code,0602001,1
fault_code:06fb0e549843,fault_code,0602002,1
fault_code:2231cddc1023,fault_code,0602003,1
fault_code:f18ca26b905a,fault_code,0602004,1
fault_code:a6fab3f71dbb,fault_code,0602005,1
fault_code:938f419f8cdc,fault_code,0602006,1
fault_code:015e31bc0855,fault_code,0602007,1
fault_code:4fe793545964,fault_code,0602008,1
fault_code:f37bb93bcda5,fault_code,060201,1
fault_code:970fb311d2e0,fault_code,060300,1
fault_code:219b09e1f6bd,fault_code,060301,1
fault_code:62b118f5a402,fault_code,060605,1
fault_code:783d77739abc,fault_code,060606,1
fault_code:25ae0a52bb10,fault_code,060801,1
fault_code:488c5a8b7bb6,fault_code,060802,1
fault_code:b2519bce71cc,fault_code,0700001,1
fault_code:31634fc680c5,fault_code,0700002,1
fault_code:39cb04e286bb,fault_code,0700003,1
fault_code:98275633551f,fault_code,0700004,1
fault_code:ec6b2be79a84,fault_code,0700005,1
fault_code:2727d1fe2b7a,fault_code,0700006,1
fault_code:b717a2bfae18,fault_code,0700007,1
fault_code:4764518809e2,fault_code,0700008,1
fault_code:17f7c3f9e79a,fault_code,0700009,1
fault_code:88ae432bcde4,fault_code,070001,1
fault_code:aa38ba7fa018,fault_code,0700011,1
fault_code:5c57c4614e72,fault_code,0700012,1
fault_code:3c0d8025d19c,fault_code,0700013,1
fault_code:0de8aa62931a,fault_code,0700014,1
fault_code:19a0d11b7722,fault_code,0700015,1
fault_code:f2d75f56246f,fault_code,0700016,1
fault_code:7d7323b94ecc,fault_code,070011,1
fault_code:cebc6bc632b2,fault_code,070013,1
fault_code:fd8c0082e99d,fault_code,070015,1
fault_code:67b3cb985b66,fault_code,070017,1
fault_code:7bcb174da6e3,fault_code,070018,1
fault_code:ae20d1dc61b3,fault_code,070019,1
fault_code:54f25b9efbe2,fault_code,070021,1
fault_code:b4a4e2f7ca14,fault_code,070022,1
fault_code:147716789023,fault_code,070025,1
fault_code:d11695c4621e,fault_code,070026,1
fault_code:5e380d2a9ac1,fault_code,070036,1
fault_code:1a65688efe16,fault_code,070037,1
fault_code:66d552830ef2,fault_code,070056,1
fault_code:acadf733d024,fault_code,070057,1
fault_code:6a2923425b05,fault_code,070059,1
fault_code:1d6e2b0ccc29,fault_code,070070,1
fault_code:322195f2af63,fault_code,070091,1
fault_code:24e62668e3da,fault_code,0701009,1
fault_code:f137fe33464b,fault_code,0701011,1
fault_code:c1f07f08aa63,fault_code,0800001,1
fault_code:60739c61dd33,fault_code,0800002,1
fault_code:4e7c0ee2b7c6,fault_code,0800003,1
fault_code:326ccd5e6832,fault_code,0800004,1
fault_code:b332121cba3e,fault_code,0800005,1
fault_code:66cc838b6111,fault_code,0800006,1
fault_code:ad4eb6d4f9cf,fault_code,080001,1
fault_code:c900a3ec37e3,fault_code,0800011,1
fault_code:c7bcbee7d2f3,fault_code,0800012,1
fault_code:591ce1156572,fault_code,0800013,1
fault_code:037fdf59afad,fault_code,0800014,1
fault_code:88cc29a101d9,fault_code,0800015,1
fault_code:8241386c31be,fault_code,0800016,1
fault_code:dd22cdd13f74,fault_code,0800017,1
fault_code:1edb78cad055,fault_code,0800018,1
fault_code:89233e7c61da,fault_code,0800019,1
fault_code:350f86e9aaa6,fault_code,080002,1
fault_code:543d651a114c,fault_code,0800020,1
fault_code:f3bdbe7f9bb2,fault_code,0800021,1
fault_code:6e2286643141,fault_code,0800022,1
fault_code:8fe676722ade,fault_code,0800023,1
fault_code:21ed175ec2eb,fault_code,0800024,1
fault_code:3ab2b412977d,fault_code,0800025,1
fault_code:da0afefbe1d9,fault_code,0800026,1
fault_code:14b118e206d5,fault_code,0800027,1
fault_code:ddcdb720f39c,fault_code,080012,1
fault_code:bcc9747482d6,fault_code,080014,1
fault_code:bb5ef4c51ea9,fault_code,080020,1
fault_code:774ca5519f5c,fault_code,080023,1
fault_code:13f7662a35ff,fault_code,080030,1
fault_code:dfee8cd55c61,fault_code,080040,1
fault_code:614a8cbffaa7,fault_code,080050,1
fault_code:9df2a828400f,fault_code,080071,1
fault_code:70815b421604,fault_code,080072,1
fault_code:93f2cc6ce183,fault_code,080073,1
fault_code:ef928f929ab2,fault_code,080075,1
fault_code:fd0e88dc27c5,fault_code,080080,1
fault_code:96044bbb8ddb,fault_code,080081,1
fault_code:eca956afb64c,fault_code,0801001,1
fault_code:c2e21228b265,fault_code,0801002,1
fault_code:3de8542bea82,fault_code,0801003,1
fault_code:f20f2e581120,fault_code,0801004,1
fault_code:e8b861e3767c,fault_code,0801005,1
fault_code:f670a865ccda,fault_code,0801006,1
fault_code:390b2f9c7f61,fault_code,0801007,1
fault_code:57423dc492ee,fault_code,0801008,1
fault_code:2fd2a457ffdc,fault_code,0801009,1
fault_code:3085ef87c362,fault_code,0801010,1
fault_code:5f71ca438a1e,fault_code,0801011,1
fault_code:6d35dc6dbca9,fault_code,0801012,1
fault_code:938c557540aa,fault_code,0801013,1
fault_code:4cf15f5da257,fault_code,0801014,1
fault_code:e4b48867cf5f,fault_code,0801015,1
fault_code:06a79eb545c7,fault_code,0801016,1
fault_code:f7b82d009968,fault_code,0801017,1
fault_code:e6dd08de61fa,fault_code,0801018,1
fault_code:3ed0ff23927e,fault_code,0801019,1
fault_code:28be8d4e57c6,fault_code,0801020,1
fault_code:af278827c59a,fault_code,0801021,1
fault_code:f42b42cb297b,fault_code,0801022,1
fault_code:dd211823970a,fault_code,0801023,1
fault_code:3fda2b9b4c8d,fault_code,0801024,1
fault_code:ff108c59fc90,fault_code,0801025,1
fault_code:b854ddb1767d,fault_code,0801026,1
fault_code:76dd530de98e,fault_code,0801027,1
fault_code:c681e5cb71e1,fault_code,0801028,1
fault_code:a3e0661bcf84,fault_code,0801029,1
fault_code:f497e63b9ffc,fault_code,0801030,1
fault_code:3c186d97b352,fault_code,0801331,1
fault_code:3221c86dca68,fault_code,0801332,1
fault_code:5f3fe48adf4a,fault_code,0801333,1
fault_code:bd78075298f1,fault_code,0801334,1
fault_code:4e7f0323f3fa,fault_code,0801335,1
fault_code:43b0e13f770d,fault_code,0801336,1
fault_code:131d2109d6b8,fault_code,0801337,1
fault_code:a8bd8e7422b0,fault_code,0801338,1
fault_code:4f00a7585c62,fault_code,0801339,1
fault_code:91dabbf412d0,fault_code,0801340,1
fault_code:c02d37d6cf7b,fault_code,0801341,1
fault_code:1ec1fbd884fe,fault_code,0801342,1
fault_code:1567cd9cb65c,fault_code,0801343,1
fault_code:fc6e4c43388b,fault_code,0801344,1
fault_code:a5371ab99686,fault_code,0801345,1
fault_code:677c045637dd,fault_code,0801346,1
fault_code:f1eb5bb394a5,fault_code,0801347,1
fault_code:b6c2c6667521,fault_code,0801348,1
fault_code:2c693fb03bf5,fault_code,0801349,1
fault_code:5c728206570d,fault_code,0801350,1
fault_code:bf1cefea1fef,fault_code,0801351,1
fault_code:af121a4beaa7,fault_code,0801352,1
fault_code:b08035bbe996,fault_code,0801400,1
fault_code:943914321bc5,fault_code,0801401,1
fault_code:28212d75425c,fault_code,0801402,1
fault_code:77b82acd9c61,fault_code,0801403,1
fault_code:a5d2664e6409,fault_code,0802000,1
fault_code:96162b98e8d8,fault_code,0802001,1
fault_code:209a6cb0735b,fault_code,0802002,1
fault_code:aafa6fe1dd41,fault_code,0802003,1
fault_code:4dc31f73cb7c,fault_code,0802004,1
fault_code:36d8e2bfc07e,fault_code,0802005,1
fault_code:554fb97022aa,fault_code,0802006,1
fault_code:db488c1f918a,fault_code,0802007,1
fault_code:d72203272dc6,fault_code,0802008,1
fault_code:19be1b4109c0,fault_code,0802009,1
fault_code:7ffe9b11cc53,fault_code,0802010,1
fault_code:30b9e2d2f0f9,fault_code,0802011,1
fault_code:b1543f312833,fault_code,0802012,1
fault_code:34df400f35ae,fault_code,0802013,1
fault_code:9b4c7cc5782d,fault_code,0802014,1
fault_code:f50a30370365,fault_code,0802015,1
fault_code:bdfb5b7553c8,fault_code,0802016,1
fault_code:4500d879e235,fault_code,0802017,1
fault_code:03b6087ae3b9,fault_code,0802018,1
fault_code:a693b07ad9da,fault_code,0802019,1
fault_code:3f4e4ff4de61,fault_code,0802020,1
fault_code:c7a3a4c832d1,fault_code,0802021,1
fault_code:e1f4cc0ef668,fault_code,0802022,1
fault_code:574bcf388d3a,fault_code,0802023,1
fault_code:92cf54dd6348,fault_code,0802024,1
fault_code:15ddd8c93912,fault_code,0802025,1
fault_code:e2760ec32b4d,fault_code,0802026,1
fault_code:efcdf3375461,fault_code,0802027,1
fault_code:757cbe1aa400,fault_code,0802028,1
fault_code:3654095351af,fault_code,0802029,1
fault_code:2edb33781c15,fault_code,0802030,1
fault_code:7d4d12ee14b6,fault_code,0802031,1
fault_code:0c6ccbdf21b0,fault_code,0802032,1
fault_code:7c9195a04cbf,fault_code,0802033,1
fault_code:9a9a277af634,fault_code,0802034,1
fault_code:3ba1d62f8407,fault_code,0802035,1
fault_code:9f21e1cfafd9,fault_code,0802036,1
fault_code:15bb45896244,fault_code,0802037,1
fault_code:8990229f352b,fault_code,0802038,1
fault_code:22d280634966,fault_code,0802401,1
fault_code:09e91556aeed,fault_code,0802402,1
fault_code:061f8612d8e3,fault_code,0803000,1
fault_code:856acf7f6f65,fault_code,0803001,1
fault_code:924bf7a7130c,fault_code,0803002,1
fault_code:229e6728d57b,fault_code,0803003,1
fault_code:11ccaddcc9ca,fault_code,0803004,1
fault_code:296fb60eb6b5,fault_code,0803005,1
fault_code:9307aa6a7924,fault_code,0803006,1
fault_code:98b702963d50,fault_code,0803007,1
fault_code:e3d74ae73cde,fault_code,0803008,1
fault_code:3f4a41ce9370,fault_code,0803009,1
fault_code:109d74e07a16,fault_code,0803010,1
fault_code:5f7fc1d98533,fault_code,0803011,1
fault_code:84385b446906,fault_code,0803012,1
fault_code:f0364c94c65d,fault_code,0803013,1
fault_code:4dc456832b35,fault_code,0803014,1
fault_code:f176a142a1d5,fault_code,0803015,1
fault_code:f164c62a4ff2,fault_code,0803016,1
fault_code:acd8d79162bb,fault_code,0803017,1
fault_code:da809660f386,fault_code,0803018,1
fault_code:fbf2521f4cab,fault_code,0803019,1
fault_code:17002810d93f,fault_code,0803020,1
fault_code:cf172b876088,fault_code,0803021,1
fault_code:b3f2c53776f2,fault_code,0803022,1
fault_code:d04cc2695c40,fault_code,0803023,1
fault_code:f07e8d2348d8,fault_code,0803024,1
fault_code:476b1859a2eb,fault_code,0803025,1
fault_code:01f99fe5d1cc,fault_code,0803026,1
fault_code:d12027a367a2,fault_code,0803027,1
fault_code:b577e616dddb,fault_code,0803028,1
